MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym|
5501|wither (of a plant), be blasted, die, mature (of one's personality, abilities, etc.)|VruiI||||||
5502|pile up, put something on another, heap up, add, repeat|VruiT||||||
5503|harden, freeze, strengthen, solidify, make (a fist), tramp down (snow, dirt), put together, collect, gather, consolidate, make secure, stabilize, settle down, strengthen (belief, resolution, etc.), establish (evidence), fortify, reinforce, support, wear for a specific purpose (armor, coat, etc.), swear, vow, tie tightly, fasten, draw a bow fully|VruiT||||||
5504|tidy up, put in order, straighten up, put away, settle (problem), clear (dispute), finish, bring something an end, marry off (e.g. a daughter), do away with someone|VruiT||||||
5505|count, enumerate|VruiT||||||
5506|change one's clothes|VruiT||||||
5507|be heard, be audible, be said be, be reputed|VruiI|||1333|||
5508|decide, choose, determine, make up one's mind, resolve, settle, arrange, set, appoint, fix, clinch (a victory), persist in doing, go through with, make a habit of, take for granted, assume, dress up (esp. fancily), carry out successfully (a move in sports, a pose in dance, etc.), succeed in doing|VruiT|||1401|||
5509|ban, prohibit|VruiT||||||
5510|break, snap, split, crack, be injured, wear out, be worn out, burst, collapse, wear off, stop working, expire (time limit, etc.), run out, be exhausted, be used up, be sold out, be broken off (e.g. of a relationship), break up, have severed ties, be disconnected, cut well, be sharp (mind), be keen, be shrewd, be witty, be short of, drop under (a certain figure), beat (e.g. a record time), dry off, curve, veer, shuffle (cards), get angry, snap (temper), flip (temper) (slang)|VruiI||||||
5511|wound, injure, hurt someone's feelings (pride, etc.), damage, chip, scratch|VruiT||||||
5512|spill, fall out of, overflow, peek through, become visible (although normally not), escape (of a smile, tear, etc.)|VruiI||||||
5513|cross over, cross, pass through, pass over (out of)|VruiI||||||
5514|burn, be burned, be charred|VruiI||||||
5515|sit down (western style)|VruiI||||||
5516|make, manufacture|VruiT||||||
5517|compare, make a comparison, compete, vie|VruiT||||||
5518|torment, harass, inflict pain|VruiT||||||
5519|plan, plot, propose, design, intend, contemplate, scheme, attempt (e.g. suicide, murder), undertake (e.g. business), stand on tip-toes (archaic)|VruiT||||||
5520|append, sum up, add (up), include, increase, inflict|VruiT||||||
5521|collapse, crumble, cave in|VruiI||||||
5522|bend, crook, lean, yield (a point), depart (from a principle), twist|VruiT||||||
5523|lose, be defeated, succumb, give in, surrender, yield, be inferior to, break out in a rash due (e.g. lacquer, shaving, etc.)|VruiI||||||
5524|mix, stir, blend|VruiT||||||
5525|recognize, recognise, observe, notice, deem, judge, asses,  approve, deem acceptable, allow, approve, deem acceptable, allow, watch steadily, observe carefully, renown, give renown to, appreciate, acknowledge|VruiT||||||
5526|discover, find, come across, detect, spot, locate, find fault, be used seeing, be familiar with|VruiT||||||
5527|profit, get, earn, gain, have (bear, beget) a child, have a stroke of luck|VruiT||||||
5528|leak out, escape, come through, shine through, filter out, be omitted|VruiI||||||
5529|be well liked, be popular, be pampered (spoiled, doted upon, etc.), be welcomed, endure (the tests of time, the elements, etc.), last|VruiI||||||
5530|want, wish for, request, demand, seek, search for, pursue (pleasure), hunt (a job), purchase, buy (polite)|VruiT||||||
5531|go out meet, receive, welcome, accept (e.g. as a member of a group or family), call for, summon, invite, approach (a certain time, a point in one's life, etc.)|VruiT||||||
5532|view, gaze at, watch|VruiT||||||
5533|stream, flow (liquid, time, etc.), run (ink), be washed away|VruiI||||||
5534|throw, cast away, face defeat, give up|VruiT||||||
5535|comfort, console, amuse|VruiT||||||
5536|be idle, slacken, be lazy|VruiI||||||
5537|lick, taste, experience (esp. a hardship), make fun of, make light of, put down, treat with contempt|VruiT||||||
5538|line up, list, arrange in order, set up, enumerate, itemize|VruiT||||||
5539|grow accustomed (to), get too familiar with, get used (to), become domesticated, become tame|VruiI||||||
5540|knead, thicken ina paste (stirring over a flame), polish (a plan, etc.), refine, elaborate, work out, train, drill, exercise, gloss (silk), soften, degum, tan (leather), temper (steel)|VruiT||||||
5541|boil, simmer, stew, seethe|VruiT||||||
5542|place on (something), give (someone) a ride, give a lift, pick up, help on board, send out (on the airwaves, etc.), deceive, take for a ride, sing along with (musical accompaniment), let (someone) take part, excite (someone)|VruiT||||||
5543|get wet|VruiI||||||
5544|be late, be delayed, fall behind schedule, be overdue, lag behind|VruiI||||||
5545|break, be broken, snap, fracture, be folded, turn (a corner)|VruiI||||||
5546|alight (e.g. from bus), get off, disembark, dismount, step down, retire, give up, quit, form (of frost, dew, mist, etc.)|VruiI||||||
5547|teach, inform, instruct, show|VruiT||||||
5548|fear, be afraid of, be in awe of|VruiT||||||
5549|decide, establish, determine|VruiT||||||
5550|hang, suspend, wear (e.g. decoration), lower, reduce, bring down, demote, move back, pull back, clear (plates), remove (food, etc. from table or altar)|VruiT||||||
5551|split, tear, burst|VruiI||||||
5552|disturb, prevent, obstruct, hinder|VruiT||||||
5553|support, prop, sustain, underlay, hold up, hold at bay, stem, check|VruiT||||||
5554|be stormy or choppy (sea), go through hard times, be broke, be gloomy, be glum|VruiI||||||
5555|raise, rear, bring up (a child), train|VruiT||||||
5556|pass through, pass (by, time), go beyond, be expired, have ended, be over, exceed, surpass, be above, be no more than|VruiI||||||
5557|surpass, outstrip, excel, be excellent, be superior|VruiI||||||
5558|save money, put aside, store, lay in stock, have a beard, grow a beard|VruiT||||||
5559|amass, accumulate, store, leave unpaid|VruiT||||||
5560|fall, collapse, drop, fall senseless, be forced bed (by illness, etc.), die, go bankrupt, be ruined, have a bad debt, be defeated (in a game), fall (of governments, dictators, etc.)|VruiI||||||
5561|be sufficient, be enough, be worth doing, be worthy, be adequate|VruiI||||||
5562|help, save, rescue, give relief to, spare (life), reinforce, promote, abet|VruiT||||||
5563|build, construct|VruiT||||||
5564|be solved, loosen, come untied, be removed (e.g. restrictions), be cleared (e.g. misunderstandings), be broken (e.g. spells, curses)|VruiI||||||
5565|come off, be removed, disappear  (of pain, a fever, etc.), be caught, be harvested, be interpreted (as), be taken as, be attained (of balance, etc.)|VruiI||||||
5566|exchange, replace|VruiT||||||
5567|stuff into, jam, cram, pack, fill, plug, stop up, reduce (spending), conserve, focus intently on, strain oneself do, work out (details), corner (esp. an opponent's king in shogi), trap, checkmate, cut off (one's finger as an act of apology), jam (one's finger in a door, etc.)|VruiT||||||
5568|endeavor, endeavour, try, strive, make an effort, exert oneself, be diligent|VruiT||||||
5569|strengthen, emphasize, emphasise|VruiT||||||
5570|continue, keep up, keep on, proceed, go on|VruiI||||||
5571|branch, fork, diverge, separate, split, divide, disperse, scatter, break up|VruiI||||||
5572|divide (into), split (into), part, separate, divide up, classify, sort out, divide out, share, distribute, deal out, dish out, distinguish, discriminate, differentiate (between), o break up (a fight), mediate, call a draw, tie, push one's way through (a crowd), sell|VruiT||||||
5573|get torn, tear, rip, break, wear out, be broken off (of negotiations, etc.), break down, collapse, fall inruin|VruiI||||||
5574|burn, be roasted, be heated, be sunburnt, fade (in the sun), glow red (i.e. of the sky at sunset), be toasted, be jealous, be envious|VruiI||||||
5575|stop, cease, end, quit, cancel, abandon, give up, abolish|VruiT||||||
5576|clamber (up), scale|VruiI||||||
5577|be boiled, be cooked, be done, be ready|VruiI||||||
5578|excel at, be proficient at, grow old, ripen, rise high (e.g. the sun)|VruiI||||||
5579|be timid, be shy|VruiI||||||
5580|respond, satisfy, accept, comply with, apply for|VruiI||||||
5581|view, contemplate|VruiT||||||
5582|dry up (spring, pond, etc.), run out|VruiI||||||
5583|grow hoarse, become husky|VruiI||||||
5584|marry off (e.g. a daughter)|VruiT||||||
5585|be chipped, be nicked|VruiI||||||
5586|exceed|VruiI||||||
5587|grow fat, gain weight, put on weight, grow fertile (soil), be refined (palate), be discerning (eye, ear), become rich, become successful|VruiI||||||
5588|compare with the eye|VruiT||||||
5589|hold in one's mouth|VruiT||||||
5590|reduce the price, lower the price, give a discount on|VruiT||||||
5591|create, establish|VruiT||||||
5592|neglect (e.g. one's work)|VruiT||||||
5593|walk in procession, parade, march|VruiT||||||
5594|resemble, look like, take after, be similar (in status, condition, etc.), be close, be alike, be like|VruiI|||1361|||
5595|load (luggage), carry, take on board, publish (an article), run (an ad), place (an ad)|VruiT||||||
5596|descend (e.g. a mountain), go down, come down, be granted, be issued, be given, be passed (from the body i.e. of a roundworm)|VruiI||||||
5597|take along, hold in the hand|VruiT||||||
5598|avoid (situation), ward off, avert|VruiT||||||
5599|avoid (physical contact with)|VruiT||||||
5600|be separated, be divided|VruiI||||||
5601|be damp, be moist|VruiI||||||
5602|straighten, correct, cure, falsify|VruiT||||||
5603|save (i.e. in a bank)|VruiT||||||
5604|bend, train (e.g. a branch)|VruiT||||||
5605|stand up, put up, set up, erect, raise, thrust into, bury into, dig into, start (a rumour), raise (a cloud of dust, etc.), cause, make (noise, clear), establish, set up, develop, formulate, put up (a political candidate), treat with respect, give (someone) their due, make (someone) look good, avoid embarrassing (someone), sharpen, divide by|VruiT||||||
5606|make tea (macha), perform the tea ceremony|VruiT||||||
5607|shut, close|VruiT||||||
5608|melt, thaw, fuse, dissolve|VruiI||||||
5609|shorten, move closer together, be on duty, be stationed|VruiI||||||
5610|work (for), be employed (at), serve (in), conduct a religious service|VruiT||||||
5611|serve (as), act (as), fill (the position of), play the role (of)|VruiT||||||
5612|be divided, part from, separate, bid farewell|VruiI||||||
5613|be defeated, be beaten, be unsuccessful, lose|VruiI||||||
5614|resign, retire, quit, leave (one's job, etc.)|VruiT||||||
5615|hurt, ache (archaic)|VruiI||||||
5616|examine (medically)|VruiT||||||
5617|look after (often medically), take care of|VruiT||||||
5618|lie face-down|VruiI||||||
5619|aim at|VruiT||||||
5620|give incustody, leave in the care of, entrust, deposit, lean on|VruiT||||||
5621|get dark, end, close, run out, be sunk (in despair), be lost|VruiI||||||
5622|take the form of, assume the shape of, turn into, transform into, diguise as, change, metamorphose, improve dramtically|VruiI||||||
5623|season (food), bring out taste, use, exercise, display|VruiT||||||
5624|romp, gambol, frolic, soke, make fun of, flirt, mess around, screw around, josh|VruiI||||||
5625|wake up|VruiI||||||
5626|come out, fall out, be omitted, be missing, escape, come loose, fade, discolour, wear a hole(e.g. clothes), leave (e.g. meeting), be clear, be transparent (e.g. sky), exit (a program loop)|VruiI||||||
5627|be half asleep, be half awake|VruiI||||||
5628|raise, lift, boost, enhance|VruiT||||||
5629|appease, suppress, calm|VruiT||||||
5630|sink, submerge, floor (an opponent)|VruiT||||||
5631|be worn out|VruiI||||||
5632|act violently, rage, struggle, be riotous|VruiI||||||
5633|park, leave somewhere for a time|VruiT||||||
5634|give shelter to, lodge|VruiT||||||
5635|sniff out, get wind of|VruiT||||||
5636|scent out, discern|VruiT||||||
5637|be worn out|VruiI||||||
5638|happen pass by|VruiI||||||
5639|pass, pass through|VruiI||||||
5640|go through, pass through, get throguh, cut across|VruiI||||||
5641|come across, happen upon|VruiI||||||
5642|arrest, capture, seize|VruiT||||||
5643|be corrupt|VruiI||||||
5644|escape|VruiI||||||
5645|hang, suspend, dangle, swing, carry|VruiT||||||
5646|bark, bay, howl, bellow, roar, cry|VruiI||||||
5647|tie, fasten, total, sum, be strict with|VruiT||||||
5648|notify, advise, inform|VruiT||||||
5649|say, tell, state, do for|VruiT||||||
5650|ascertain, check, make sure|VruiT||||||
5651|get dirty, become dirty, become sullied|VruiI|||1306|||
5652|be violated, be corrupted, be polluted, be stained|VruiI||||||
5653|break, be smashed, split, crack, fissure, be torn, be divided, cleave, come light, be identified, be established, become clear|VruiI||||||
5654|give, offer, lift up, hold, raise|VruiT||||||
5655|deliver, forward, send, report, notify, file notice (the authorities), give notice, register, report|VruiT||||||
5656|visit|VruiT||||||
5657|grow cold (from room temperature, e.g. in refrigerator), get chilly, cool down|VruiI||||||
5658|lead, take (a person)|VruiT||||||
5659|catch, arrest seize|VruiT||||||
5660|transfer (trains, bus), change one's mind, move on, change methods, change one's way of thinking|VruiT||||||
5661|shake, sway|VruiI||||||
5662|look up at, raise one's eyes, look up to, admire, respect|VruiI||||||
5663|grow, spring up, cut (teeth)|VruiI||||||
5664|produce, yield, cause|VruiT||||||
5665|result from, arise, be generated|VruiI||||||
5666|stare at, gaze at, look hard at, watch intently, fix one's eyes on|VruiT||||||
5667|elevate, raise, lift up, flatter, extol, praise the sky|VruiT||||||
5668|sell (well), be well known, be popular, be famous|VruiI||||||
5669|use, make use of, utilize, utilise|VruiT||||||
5670|spread, extend, expand, enlarge, widen, broaden, unfold, open, unroll, unwrap, scatter about, spread around, make flourish, cause prosper|VruiT||||||
5671|turn towards, point|VruiT||||||
5672|pick up, take up, adopt, accept, listen to, take away, confiscate, deprive, disqualify, deliver (a child)|VruiT||||||
5673|finish, graduate|VruiT||||||
5674|advance, promote, hasten|VruiT||||||
5675|assemble, set up, construct|VruiT||||||
5676|be open (traffic), lead to, communicate (with), flow (liquid, current), pass, get through to, be understood, be comprehended, be honored, be good, be well versed in, be well-informed, communicate clandestinely, keep in touch (e.g. with the enemy), form a liaison, be intimate|VruiI||||||
5677|hit, expose, apply (e.g. patch), allot, call on someone (e.g. in class), guess (an answer), make a hit (e.g. in a lottery)|VruiT||||||
5678|order, command, appoint|VruiT||||||
5679|furnish, provide for, equip, install, have ready, prepare for, possess, have, be endowed with, be armed with|VruiT||||||
5680|appear, come in sight, become visible, come out, embody, materialize, materialise, be expressed (e.g. emotions), become apparent (e.g. trends, effects)|VruiI||||||
5681|be stormy, be rough, be ruined, fall inruin, be in a bad temper, lose one's temper|VruiI||||||
5682|finish, make an end of, get through with, let end|VruiT||||||
5683|state, express, mention|VruiT||||||
5684|stretch, extend, lengthen, spread, make progress, grow (beard, body height), grow stale (soba), be straightened, be flattened, be smoothed, be exhausted|VruiI||||||
5685|be postponed, be prolonged|VruiI||||||
5686|shiver, shake, quake, tremble, quaver, quiver|VruiI||||||
5687|condemn, blame, criticize, criticise, reproach, accuse, urge, press, pester, torture, torment, persecute, break in (a horse)|VruiT||||||
5688|comprise (some part of the whole), account for, make up (of), hold, occupy|VruiT||||||
5689|entrust (e.g. a task) another, leave to, passively leave someone else's facilities, leave take its natural course, continue (something) in a natural fashion (without particular aim), rely fully on one's (full strength, great ability, long time taken) get something done|VruiT||||||
5690|burn, get fired up|VruiI||||||
5691|close (e.g. book, eyes, meeting, bank account, etc.), shut|VruiT||||||
5692|bury (e.g. in the ground), fill up (e.g. audience fills a hall), fill (a seat, a vacant position), fill out, plug gaps, stop a gap, make amends, cover up for something, put cold water in a bath, cover, scatter something over|VruiT||||||
5693|give (esp. someone of lower status), bestow, grant, confer, present, award, provide, afford, offer, supply, assign, cause, pass (a variable a function)|VruiT||||||
5694|argue, discuss, debate|VruiT||||||
5695|dedicate, make an offering, pay (fees), supply, store, finish, bring a close, restore (something its place), achieve (e.g. a result)|VruiT||||||
5696|serve two or more functions or roles simultaneously, contain (or combine) two or more features, work in two or more jobs simultaneously (positions, etc.), do alongside, hesitate do something (out of consideration for others), think of the future (as well as the present)|VruiT||||||
5697|earn (something desirable), give (an example, etc.), cite, summon up (all of one's energy, etc.), arrest, nominate, conduct (a ceremony, esp. a wedding)|VruiT||||||
5698|deep-fry, summon (for geishas, etc.)|VruiT||||||
5699|raise, bring (someone's attention), appeal to, call for, complain, sue (a person), take someone court, resort (e.g. arms, violence)|VruiT||||||
5700|long for, yearn after, admire, be attracted by|VruiI||||||
5701|get tired of, lose interest in, have enough|VruiI||||||
5702|recommend, advise, encourage, offer (wine)|VruiT||||||
5703|be blessed with, be rich in, abound in|VruiI||||||
5704|overflow, brim over, flood|VruiI||||||
5705|collect, gather, get together, complete (a collection), arrange, put in order, prepare, get ready, make uniform, make even, match|VruiT||||||
5706|give up, abandon (hope, plans), resign oneself (to)|VruiT||||||
5707|drown, nearly drown, sink below the surface (of water), indulge in, lose one's head over something, wallow in|VruiI||||||
5708|boil|VruiT||||||
5709|be completed, be finished, be ready (e.g. serve or eat), be very drunk|VruiI||||||
5710|produce, yield, cause, result from, arise, be generated|VruiI||||||
5711|put clothes on (someone), plate, gild, veneer, accuse (of some crime), give (a bad name)|VruiT||||||
5712|substitute|VruiT||||||
5713|replace|VruiT||||||
5714|harvest, reap, take in, gather in, adopt|VruiT||||||
5715|apply, adapt|VruiT||||||
5716|change, alter, revise, replace, reform, correct, mend, improve, do properly, do formally|VruiT||||||
5717|examine, check, inspect|VruiT||||||
5718|include (in a group or scope), instruct, make one understand, include (a nuance), put in (an implication), put in (someone's) mouth, permeate with flavor|VruiT||||||
5719|come near, let someone approach, bring near, bring together, collect, gather, deliver (opinion, news, etc.), send (e.g. a letter), contribute, donate, let someone drop by, add (numbers), have feelings for (love, good will, trust, etc.), rely upon for a time, depend on, use as a pretext, put aside, press, push, force|VruiT||||||
5720|know, understand, be aware of, regard as, take for, consent, agree|VruiT||||||
5721|mimic, imitate|VruiT||||||
5722|become cool (temperature), come down (fever), cool down (interest), abate, subside, dampen|VruiI||||||
5723|become used seeing, be familiar with|VruiI||||||
5724|separate (by distance, time, etc.), isolate, partition, divide, interpose, have between, alienate, estrange|VruiT||||||
5725|starve, thirst, be hungry|VruiI||||||
5726|attack, assault, assail|VruiT||||||
5727|accept, receive, agree|VruiT||||||
5728|shorten, reduce, boil down, shrink|VruiT||||||
5729|dedicate, make an offering, pay (fees), supply, store, finish, bring a close, restore (something its place), achieve (e.g. a result)|VruiT||||||
5730|bear, stand, endure, put up with|VruiT||||||
5731|support, withstand, resist, brave, be fit for, be equal to|VruiI||||||
5732|tie, fasten, connect, transfer (phone call)|VruiT||||||
5733|be smashed, become useless, cease functioning, go bankrupt|VruiI||||||
5734|cover (with something), put on (e.g. on someone else's head), plate something (with a metal), pour or dash a liquid (on something), charge (a person with a guilt);|VruiT||||||
5735|brush gently, stroke, caress|VruiT||||||
5736|be amazed, be shocked, be astonished, be astounded, be disgusted|VruiI||||||
5737|insert, put in (such that there is a snug fit), button, put on (something that envelopes, e.g. gloves, ring), have sex, fuck, pigeonhole (ina particular category), place a ring-shaped object around something (esp. one that restricts freedom, such as handcuffs), entrap, set someone up (i.e. frame them for a crime, etc.)|VruiT||||||
5738|romp, gambol, frolic, joke, make fun of, flirt, mess around, screw around, josh|VruiI||||||
5739|pull down, lower, reduce, withdraw|VruiT||||||
5740|prosper, flourish|VruiI||||||
5741|shine, look attractive, look pretty|VruiI||||||
5742|grant (request, wish), answer (prayer)|VruiT||||||
5743|fulfill (conditions), meet (requirements)|VruiT||||||
5744|loosen, slow down|VruiT||||||
5745|rest, suspend, give relief|VruiT||||||
5746|incline, lean, tip, tilt, slant, bend, list, devote oneself to, concentrate on, pour one's energy into, ruin, squander, empty, drink (alcohol)|VruiT||||||
5747|be temperate in, restrain oneself, hold back, make notes, be in preparation for, be in waiting for, be in a close relationship (e.g. as a backer, etc.)|VruiI||||||
5748|load (a gun, etc.), charge, put in(e.g. emotion, effort), include (e.g. tax in a sales price)|VruiT||||||
5749|hang over, shroud, enshroud, envelop, screen|VruiI||||||
5750|furnish, install, get someone's agreement, patronize, buy usually from the same store|VruiT||||||
5751|catch, stop the blow, react to, take|VruiT||||||
5752|deepen, heighten, intensify|VruiT||||||
5753|put in order, arrange, adjust, get ready, prepare, raise money|VruiT||||||
5754|join together, combine, join up|VruiT||||||
5755|turn, shift, alter, distract|VruiI||||||
5756|be based on, have origin in|VruiT||||||
5757|cover, bury (e.g. one's face in hands), submerge, fill (completely), stuff, pack, cram, fill up|VruiT||||||
5758|enquire, inquire, seek information|VruiI||||||
5759|garnish, accompany (as a card does a gift), add as support, prop up, accompany (as an aid, guide, translator, etc.), mimic, imitate (archaic), draw something near oneself, approach nearby (archaic)|VruiT||||||
5760|pull up, drag up, lift up, increase, raise (e.g. taxes), withdraw, leave, pull out, retire, return home|VruiT||||||
5761|be good (at), go well, look good, taste good|VruiI||||||
5762|pin something down, hold something down, hold something back, stop, restrain, curb, seize, grasp, arrest, catch happening, determine (important points), find (proof), understand|VruiT||||||
5763|gain control of something, govern, keep down (e.g. information), suppress|VruiT||||||
5764|become thin, lose weight, reduce (one's) weight, slim, be barren, be infertile, be sterile|VruiI||||||
5765|chase, run after, pursue|VruiT||||||
5766|rebuke, scold harshly|VruiT||||||
5767|cheat someone out of, wangle|VruiT||||||
5768|believe, place trust in, confide in, have faith in|VruiT||||||
5769|answer, respond, meet, satisfy, accept|VruiI||||||
5770|be called (a name), be referred (as), be treated something (e.g. a meal), be invited to|VruiI|||1362, 1363|||
5771|seal (letter), prevent, forbid, block|VruiI||||||
5772|be playful, gambol, be amused, play, sport, frolic, joke|VruiI||||||
5773|be tormented (by dreams), have a nightmare|VruiI||||||
5774|be flustered, lose one's presence of mind, go crzy, go mad|VruiI||||||
5775|pierce, thrust violently|VruiI||||||
5776|be full, wax (e.g. moon), rise (e.g. tide), mature, expire|VruiI||||||
5777|be exhausted, be at a loss, be worn out, be helpless|VruiI||||||
5778|behave like a spoiled child, fawn on, take advantage of, presume upon, depend on|VruiI||||||
5779|receive, get, catch (a ball), be struck with (wind, wave, sunlight, etc), sustain (damage), incur (a loss), suffer (an injury), feel (influence), undergo (surery), take (a test), accept (a challenge), be given (life, talent), follow, succeed, be descended from, face (south, etc), obtain (a pawned item, etc) by paying a fee|VruiT||||||
5780|distinguish, recognize, recognise, tell apart, differentiate, identify|VruiT||||||
5781|hammer inplace, end a performance|VruiT||||||
5782|kill with a gun, slay, shoot dead|VruiT||||||
5783|kill with a blade, slay, cut down|VruiT||||||
5784|knock, run into, nail on, strike hard, hit and attack, try (an idea) on someone|VruiT||||||
5785|knock together, arrange (a meeting)|VruiT||||||
5786|launch, shoot up, (of waves) dash, wash up (ashore), finish (e.g. a theater run, sumo tournament), close, report (boss, etc.)|VruiT||||||
5787|be frank, speak one's mind, open one's heart|VruiT||||||
5788|open one's heart, throw off reserve, be frank|VruiI||||||
5789|be stricken (e.g. with grief), be battered (e.g. by disasters)|VruiI||||||
5790|establish, formulate|VruiT||||||
5791|hit (e.g. with a car), run into, reject, deny, refuse, eliminate, exclude, leave out, flip, splash, splatter, point or curl up (e.g. ends of hair)|VruiT||||||
5792|decapitate, behead|VruiT||||||
5793|jump, leap, prance, spring up, bound, hop|VruiI||||||
5794|be shy, be bashful, feel awkward, feel embarrassed|VruiI||||||
5795|be separated, be apart, be distant, leave, go away, quit, give up, drift away from|VruiI||||||
5796|get free, be freed, be released|VruiI||||||
5797|be transparent, be penetrable|VruiI||||||
5798|use as an excuse, pretend that, make something the pretext for|VruiT||||||
5799|feel hungry, get hungry|VruiI||||||
5800|continue do, persist in doing|VruiT||||||
5801|unravel|VruiI||||||
5802|be anxious, be concerned, ponder (anxiously), fear, investigate, consider, plan|VruiT||||||
5803|pat, rub, take a sword in one's hand|VruiT||||||
5804|make do, manage (with something), make shift, get done on time|VruiI||||||
5805|collect, put together, integrate, consolidate, unify, sumarize, aggregate, bring a conclusion, finalize, settle, put in order, establish, decide|VruiT||||||
5806|dye, color, colour|VruiT||||||
5807|begin to|VruiT||||||
5808|write out or down, finish writing|VruiT||||||
5809|lose hair, become bald, become bare|VruiI||||||
5810|come off, be worn off, fade, discolor, discolour|VruiI||||||
5811|match (rhythm, speed), join together, unite, combine, add up, face (someone), connect, overlap, mix|VruiT||||||
5812|leave behind, misplace, forget|VruiT||||||
5813|send|VruiT||||||
5814|send or drop off and later pick up or go meet|VruiT||||||
5815|send to, deliver, escort home|VruiT||||||
5816|try, test|VruiT||||||
5817|endeavor, try, strive, make an effort, exert oneself, be diligent|VruiT||||||
5818|keep in mind, bear in mind, try, aim to do, endeavor, endeavour|VruiT||||||
5819|change lower-body clothing (shoes, slippers, pants, skirt…)|VruiT||||||
5820|enchant, to enrapture, to enthrall, to enthral, to charm|VruiT||||||
5821|there is|VdaI||||||
5822|come|VkuruI||||||
5823|bring something|VkuruT||||||
5824|bring someone along|VkuruT||||||
5825|do, wear (specifically shoes, accessories), request, make|VsuruT||||||
5826|move (apartments)|VsuruI||||||
5827|grow up|VsuruI||||||
5828|get married|VsuruI||||||
5829|love|VsuruT||||||
5830|attemp, challenge|VsuruT||||||
5831|type|VsuruT||||||
5832|fax|VsuruT||||||
5833|introduce|VsuruT||||||
5834|stay|VsuruI||||||
5835|order (something)|VsuruT||||||
5836|reserve, book, order in advance|VsuruT||||||
5837|ask (request)|VsuruT||||||
5838|drive|VsuruT||||||
5839|go on a long trip, travel|VsuruI||||||
5840|bother|VsuruT||||||
5841|trust|VsuruT||||||
5842|enter school|VsuruI||||||
5843|be present, attend|VsuruI||||||
5844|guarantee|VsuruT||||||
5845|draw (a line), demarcate, mark, divide, map out, plan|VsuruT||||||
5846|levy, charge, assess, impose, assign|VsuruT||||||
5847|assess (often one's fate)|VsuruT||||||
5848|crouch, stoop, bend down, prostrate oneself, lie down, yield, submit, surrender, hide, conceal oneself|VsuruI||||||
5849|lie down (in bed), take one's bed (archaic)|VsuruI||||||
5850|file|VsuruT||||||
5851|enter information, fill in/fill out a form|VsuruT||||||
5852|download|VsuruT||||||
5853|print|VsuruT||||||
5854|try something on|VsuruT||||||
5855|study|VsuruT||||||
5856|exchange|VsuruT||||||
5857|eat|VsuruT||||||
5858|shop|VsuruI||||||
5859|jog|VsuruI||||||
5860|slam shut, splash|VsuruT||||||
5861|work|VsuruI||||||
5862|make a call, ring, telephone|VsuruI||||||
5863|travel|VsuruI||||||
5864|clean|VsuruT|||1269|||
5865|do the laundry|VsuruI||||||
5866|copy, make a copy|VsuruT||||||
5867|take a walk|VsuruI||||||
5868|make a note|VsuruT||||||
5869|practice, exercise|VsuruI||||||
5870|leave early|VsuruI||||||
5871|be surprised, be amazed, be frightened, be ashtonished|VsuruI||||||
5872|go easy on someone, take inconsideration, make a rough estimate, make allowance for|VsuruI||||||
5873|feel refreshed, feel relieved|VsuruI||||||
5874|feel relief, feel peace of mind|VsuruI||||||
5875|share a gift given the subject, share the subject's profit|VsuruT||||||
5876|make friends with be good friends with, get along with|VsuruI||||||
5877|worry, be anxious|VsuruI||||||
5878|need, require, take, demand|VsuruT||||||
5879|have, possess|VsuruT||||||
5880|face, be facing, be directed toward, be in response to, receive (e.g. a client), compare with, contrast with, be opposed to, confront, oppose, compete with|VsuruT||||||
5881|comply, act in accordance, learn and obey|VsuruT||||||
5882|die, pass the next life, give up (a struggle), submit, be at wit's end|VsuruI||||||
5883|make a round trip, go and return, come and go, socialize, visit one another|VsuruI||||||
5884|converse|VsuruI||||||
5885|influence, affect, impact have an effect on, have influence on|VsuruI||||||
5886|disregard, ignore|VsuruT||||||
5887|recommend, advise, suggest, encourage|VsuruT||||||
5888|depart, leave|VsuruI||||||
5889|look after, help, aid, assist|VsuruT||||||
5890|board, lodge|VsuruI||||||
5891|resist, oppose, contrast, object to, antagonize, dissent, reverse|VsuruT||||||
5892|boradcast|VsuruT||||||
5893|prepare for a lesson|VsuruI||||||
5894|have a relationship with, have sexual relations with|VsuruI||||||
5895|compete|VsuruI||||||
5896|experience|VsuruT||||||
5897|prepare, arrange|VsuruT||||||
5898|fail, make a mistake, blunder|VsuruI||||||
5899|prepare, setup, arrange, provision for, reserve|VsuruT||||||
5900|acknowledge, be aware of, consent, accept, assent, admit to, comply with, agree|VsuruT||||||
5901|invite|VsuruT||||||
5902|be absent, be away from home, house-sit, neglect|VsuruI||||||
5903|export|VsuruT||||||
5904|contact, get in touch with, communicate with, call, message|VsuruT|||1283|||
5905|visit ill or distressed people, write get-well letters|VsuruI||||||
5906|congratulate, celebrate|VsuruI||||||
5907|quarrel, brawl, fight, squabble, scuffle|VsuruI||||||
5908|break down, fail|VsuruI||||||
5909|heat|VsuruT||||||
5910|inject|VsuruT||||||
5911|come in contact with, touch, connect (with), attend (to), receive (visitors)|VsuruI||||||
5912|reach, get to|VsuruI||||||
5913|belong to, come under, be affiliated with, be subject to|VsuruI||||||
5914|be clear, be definite, be certain, be exact, become clear, clear up|VsuruI||||||
