Index|Romaji construction|Kana construction|Alternate Spellings|Common|Extra keywords Jap|Preposition|Kanji Root|Latin Root|Exception index|MeaningEN|Extra keywordsEN|MeaningFR|Extra keywordsFR|MeaningES|Extra keywordsES|
22808|sokoire suru|底入れする||1|底入れ||底入れ|sokoire |107|34813||4934||4934||
22809|sokkou suru|速攻する||1|速攻||速攻|sokkou |107|34812||4935||4935||
22810|sokai suru|疎開する||1|疎開||疎開|sokai |107|34810;34811||4936;4937||4936;4937||
22811|sochi suru|措置する||1|措置||措置|sochi |107|34809||4938||4938||
22812|shuuzen suru|修繕する||1|修繕|を|修繕|shuuzen |107|34808||4939||4939||
22813|shuuyou suru|収用する||1|収用|を|収用|shuuyou |107|34807||4940||4940||
22814|shuuwai suru|収賄する||1|収賄||収賄|shuuwai |107|34806||4941||4941||
22815|shuutoku suru|習得する|修得する|1|習得||習得|shuutoku |107|34805||4942||4942||
22816|shuutoku suru|拾得する||1|拾得|を|拾得|shuutoku |107|34804||4943||4943||
22817|shuutaisei suru|集大成する||1|集大成|を|集大成|shuutaisei |107|34803||4944||4944||
22818|shuushuu suru|収拾する||1|収拾|を|収拾|shuushuu |107|34802||4945||4945||
22819|shuushuku suru|収縮する||1|収縮|を|収縮|shuushuku |107|34801||4946||4946||
22820|shuushin suru|就寝する||1|就寝||就寝|shuushin |107|34800||4947||4947||
22821|shuushi suru|終始する||1|終始||終始|shuushi |107|34799||4948||4948||
22822|shuusan suru|集散する||1|集散|を|集散|shuusan |107|34798||4949||4949||
22823|shuuryou suru|修了する||1|修了||修了|shuuryou |107|34797||4950||4950||
22824|shuurou suru|就労する||1|就労||就労|shuurou |107|34796||4951||4951||
22825|shuunou suru|収納する||1|収納|を|収納|shuunou |107|34793;34794;34795||4952;4953;4954||4952;4953;4954||
22826|shuukou suru|就航する||1|就航||就航|shuukou |107|34792||4955||4955||
22827|shuukaku suru|収穫する||1|収穫|を|収穫|shuukaku |107|34790||4956||4956||
22828|shuukai suru|集会する||1|集会||集会|shuukai |107|34789||4957||4957||
22829|shuuka suru|集荷する|蒐荷する|1|集荷||集荷|shuuka |107|34788||4958||4958||
22830|shuuhyou suru|集票する||1|集票||集票|shuuhyou |107|34787||4959||4959||
22831|shuugyou suru|就業する||1|就業||就業|shuugyou |107|34786||4960||4960||
22832|shuugyou suru|修業する|shugyousuru|1|修業||修業|shuugyou |107|34785||4961||4961||
22833|shuugaku suru|就学する||1|就学||就学|shuugaku |107|34784||4962||4962||
22834|shuufuku suru|修復する|修覆する, shufukusuru|1|修復|を|修復|shuufuku |107|34783||4963||4963||
22835|shuuchaku suru|執着する|執著する, shuujakusuru|1|執着||執着|shuuchaku |107|34782||4964||4964||
22836|shuttou suru|出頭する||1|出頭||出頭|shuttou |107|34780;34781||4965;4966||4965;4966||
22837|shutten suru|出展する||1|出展||出展|shutten |107|34779||4967||4967||
22838|shuttai suru|出来する||1|出来||出来|shuttai |107|34778||4968||4968||
22839|shutsujin suru|出陣する||1|出陣||出陣|shutsujin |107|34777||4969||4969||
22840|shutsugeki suru|出撃する||1|出撃||出撃|shutsugeki |107|34776||4970||4970||
22841|shutsugan suru|出願する||1|出願||出願|shutsugan |107|34775||4971||4971||
22842|shutsudou suru|出動する||1|出動||出動|shutsudou |107|34774||4972||4972||
22843|shutsudo suru|出土する||1|出土||出土|shutsudo |107|34773||4973||4973||
22844|shutsudai suru|出題する||1|出題||出題|shutsudai |107|34771;34772||4974;4975||4974;4975||
22845|shutsuba suru|出馬する||1|出馬||出馬|shutsuba |107|34767;34768;34769;34770||4976;4977;4978;4979||4976;4977;4978;4979||
22846|shusui suru|取水する||1|取水||取水|shusui |107|34766||4980||4980||
22847|shusshou suru|出生する|shusseisuru|1|出生||出生|shusshou |107|34765||4981||4981||
22848|shussho suru|出所する|出処する, 出どころする, dedokorosuru, dedokosuru|1|出所||出所|shussho |107|34764||4982||4982||
22849|shusshi suru|出資する||1|出資||出資|shusshi |107|34763||4983||4983||
22850|shusse suru|出世する||1|出世||出世|shusse |107|34762||4984||4984||
22851|shussan suru|出産する||1|出産|を|出産|shussan |107|34760;34761||4985;4986||4985;4986||
22852|shushou suru|主唱する|首唱する|1|主唱|を|主唱|shushou |107|34759||4987||4987||
22853|shusai suru|主宰する||1|主宰|を|主宰|shusai |107|34758||4988||4988||
22854|shusa suru|主査する||1|主査||主査|shusa |107|34757||4989||4989||
22855|shuryou suru|狩猟する||1|狩猟||狩猟|shuryou |107|34756||4990||4990||
22856|shuppin suru|出品する||1|出品|を|出品|shuppin |107|34755||4991||4991||
22857|shuppi suru|出費する||1|出費||出費|shuppi |107|34754;34911||4992;4993||4992;4993||
22858|shukuga suru|祝賀する||1|祝賀|を|祝賀|shukuga |107|34753||4994||4994||
22859|shukufuku suru|祝福する||1|祝福|を|祝福|shukufuku |107|34752||4995||4995||
22860|shukkou suru|出港する||1|出港||出港|shukkou |107|34751||4996||4996||
22861|shukkou suru|出向する||1|出向||出向|shukkou |107|34749;34750||4997;4998||4997;4998||
22862|shukkoku suru|出国する|shutsugokusuru|1|出国||出国|shukkoku |107|34748||4999||4999||
22863|shukka suru|出荷する||1|出荷|を|出荷|shukka |107|34747||5000||5000||
22864|shukka suru|出火する||1|出火||出火|shukka |107|34746||5001||5001||
22865|shuki suru|手記する||1|手記||手記|shuki |107|34745||5002||5002||
22866|shukan suru|主管する||1|主管|を|主管|shukan |107|34744||5003||5003||
22867|shudou suru|主導する||1|主導||主導|shudou |107|34743||5004||5004||
22868|shoutou suru|消灯する|消燈する|1|消灯||消灯|shoutou |107|34742||5005||5005||
22869|shoutotsu suru|衝突する||1|衝突||衝突|shoutotsu |107|34740;34741||5006;5007||5006;5007||
22870|shoushuu suru|招集する||1|招集||招集|shoushuu |107|34739||5008||5008||
22871|shoushuu suru|召集する||1|召集|を|召集|shoushuu |107|34738||5009||5009||
22872|shoushi suru|焼死する||1|焼死||焼死|shoushi |107|34737||5010||5010||
22873|shousha suru|照射する||1|照射|を|照射|shousha |107|34735;34736||5011;5012||5011;5012||
22874|shousei suru|招請する|召請する, shoujousuru, choushousuru|1|招請|を|招請|shousei |107|34734||5013||5013||
22875|shouri suru|勝利する|捷利する|1|勝利||勝利|shouri |107|34733||5014||5014||
22876|shourei suru|奨励する||1|奨励|を|奨励|shourei |107|34732||5015||5015||
22877|shounin suru|承認する||1|承認|を|承認|shounin |107|34731||5016||5016||
22878|shoumei suru|照明する||1|照明|を|照明|shoumei |107|34730||5017||5017||
22879|shoukyaku suru|償却する||1|償却||償却|shoukyaku |107|34727;34728;34729||5018;5019;5020||5018;5019;5020||
22880|shouka suru|消化する||1|消化||消化|shouka |107|34723;34724;34725;34726||5021;5022;5023;5024||5021;5022;5023;5024||
22881|shouhou suru|詳報する||1|詳報||詳報|shouhou |107|34722||5025||5025||
22882|shougeki suru|衝撃する||1|衝撃|を|衝撃|shougeki |107|34721||5026||5026||
22883|shoudou suru|衝動する||1|衝動||衝動|shoudou |107|34720||5027||5027||
22884|shoudan suru|商談する||1|商談||商談|shoudan |107|34719||5028||5028||
22885|shoudaku suru|承諾する||1|承諾||承諾|shoudaku |107|34718||5029||5029||
22886|shouchou suru|象徴する||1|象徴|を|象徴|shouchou |107|34717||5030||5030||
22887|shouchi suru|招致する||1|招致|を|招致|shouchi |107|34716||5031||5031||
22888|shouben suru|小便する|shonbensuru|1|小便||小便|shouben |107|34714;34715||5032;5033||5032;5033||
22889|shoubai suru|商売する||1|商売||商売|shoubai |107|34713||5034||5034||
22890|shouaku suru|掌握する||1|掌握|を|掌握|shouaku |107|34712||5035||5035||
22891|shoshutsu suru|初出する||1|初出||初出|shoshutsu |107|34711||5036||5036||
22892|shokurin suru|植林する||1|植林|を|植林|shokurin |107|34710||5037||5037||
22893|shokuju suru|植樹する||1|植樹||植樹|shokuju |107|34709||5038||5038||
22894|shokuhatsu suru|触発する||1|触発|を|触発|shokuhatsu |107|34707;34708||5039;5040||5039;5040||
22895|shokei suru|処刑する||1|処刑||処刑|shokei |107|34706||5041||5041||
22896|shokan suru|所管する||1|所管||所管|shokan |107|34705||5042||5042||
22897|shoguu suru|処遇する||1|処遇|を|処遇|shoguu |107|34704||5043||5043||
22898|shoen suru|初演する||1|初演||初演|shoen |107|34703||5044||5044||
22899|shochi suru|処置する||1|処置|を|処置|shochi |107|34701;34702||5045;5046||5045;5046||
22900|shobatsu suru|処罰する||1|処罰||処罰|shobatsu |107|34700||5047||5047||
22901|shizuku suru|滴する|雫する|1|滴||滴|shizuku |107|34699||5048||5048||
22902|shiyuu suru|私有する||1|私有||私有|shiyuu |107|34698||5049||5049||
22903|shitto suru|嫉妬する||1|嫉妬||嫉妬|shitto |107|34697||5050||5050||
22904|shitsumu suru|執務する||1|執務||執務|shitsumu |107|34696||5051||5051||
22905|shitsumei suru|失明する||1|失明||失明|shitsumei |107|34695||5052||5052||
22906|shitsugyou suru|失業する||1|失業||失業|shitsugyou |107|34693||5053||5053||
22907|shitsubou suru|失望する||1|失望||失望|shitsubou |107|34692||5054||5054||
22908|shitauke suru|下請けする|下請する|1|下請け|を|下請け|shitauke |107|34691||5055||5055||
22909|shissoku suru|失速する||1|失速||失速|shissoku |107|34689;34690||5056;5057||5056;5057||
22910|shisseki suru|失跡する||1|失跡||失跡|shisseki |107|34688||5058||5058||
22911|shissaku suru|失策する|失錯する|1|失策||失策|shissaku |107|34687||5059||5059||
22912|shishoku suru|試食する||1|試食||試食|shishoku |107|34686||5060||5060||
22913|shishagonyuu suru|四捨五入する||1|四捨五入||四捨五入|shishagonyuu |107|34685||5061||5061||
22914|shisha suru|試写する||1|試写||試写|shisha |107|34684||5062||5062||
22915|shisetsu suru|私設する||1|私設|を|私設|shisetsu |107|34683||5063||5063||
22916|shisan suru|試算する||1|試算||試算|shisan |107|34682||5064||5064||
22917|shisaku suru|試作する||1|試作||試作|shisaku |107|34681||5065||5065||
22918|shisa suru|示唆する||1|示唆|を|示唆|shisa |107|34680||5066||5066||
22919|shirei suru|指令する||1|指令|を|指令|shirei |107|34679||5067||5067||
22920|shirei suru|司令する||1|司令|を|司令|shirei |107|34678||5068||5068||
22921|shintou suru|浸透する|滲透する|1|浸透||浸透|shintou |107|34676;34677||5069;5070||5069;5070||
22922|shinten suru|進展する||1|進展||進展|shinten |107|34675||5071||5071||
22923|shintaku suru|信託する||1|信託|を|信託|shintaku |107|34674||5072||5072||
22924|shintai suru|進退する||1|進退||進退|shintai |107|34673||5073||5073||
22925|shinsui suru|浸水する||1|浸水||浸水|shinsui |107|34672||5074||5074||
22926|shinsou suru|新装する||1|新装||新装|shinsou |107|34671||5075||5075||
22927|shinsho suru|親書する||1|親書||親書|shinsho |107|34670||5076||5076||
22928|shinsei suru|新生する||1|新生||新生|shinsei |107|34669||5077||5077||
22929|shinsatsu suru|診察する||1|診察|を|診察|shinsatsu |107|34668||5078||5078||
22930|shinryou suru|診療する||1|診療|を|診療|shinryou |107|34667||5079||5079||
22931|shinri suru|審理する||1|審理||審理|shinri |107|34666||5080||5080||
22932|shinpan suru|審判する|shinbansuru|1|審判||審判|shinpan |107|34665||5081||5081||
22933|shinpan suru|侵犯する||1|侵犯|を|侵犯|shinpan |107|34664||5082||5082||
22934|shinkou suru|進攻する||1|進攻|を|進攻|shinkou |107|34663||5083||5083||
22935|shinkou suru|振興する||1|振興|を|振興|shinkou |107|34662||5084||5084||
22936|shinkokuka suru|深刻化する||1|深刻化||深刻化|shinkokuka |107|34661||5085||5085||
22937|shinka suru|進化する||1|進化||進化|shinka |107|34660||5086||5086||
22938|shinjuu suru|心中する|shindyusuru, shindyuusuru|1|心中||心中|shinjuu |107|34659||5087||5087||
22939|shingi suru|審議する||1|審議|を|審議|shingi |107|34658||5088||5088||
22940|shingeki suru|進撃する||1|進撃||進撃|shingeki |107|34657||5089||5089||
22941|shingai suru|侵害する||1|侵害|を|侵害|shingai |107|34656||5090||5090||
22942|shindou suru|震動する||1|震動||震動|shindou |107|34655||5091||5091||
22943|shindou suru|振動する||1|振動||振動|shindou |107|34654||5092||5092||
22944|shindan suru|診断する||1|診断|を|診断|shindan |107|34653||5093||5093||
22945|shimon suru|諮問する||1|諮問||諮問|shimon |107|34652||5094||5094||
22946|shimatsu suru|始末する|仕末する|1|始末|を|始末|shimatsu |107|34650;34651||5095;5096||5095;5096||
22947|shikumi suru|仕組みする|仕組する|1|仕組み||仕組み|shikumi |107|34648;34649||5097;5098||5097;5098||
22948|shikkyaku suru|失脚する||1|失脚||失脚|shikkyaku |107|34647||5099||5099||
22949|shikkei suru|失敬する||1|失敬||失敬|shikkei |107|34644;34645;34646||5100;5101;5102||5100;5101;5102||
22950|shikkaku suru|失格する||1|失格||失格|shikkaku |107|34643||5103||5103||
22951|shiki suru|指揮する|指麾する|1|指揮|を|指揮|shiki |107|34642||5104||5104||
22952|shibori suru|絞りする|搾りする|1|絞り|を|絞り|shibori |107|34641||5105||5105||
22953|shazai suru|謝罪する||1|謝罪||謝罪|shazai |107|34638||5106||5106||
22954|shasei suru|写生する||1|写生|を|写生|shasei |107|34637||5107||5107||
22955|sharei suru|謝礼する||1|謝礼|を|謝礼|sharei |107|34636||5108||5108||
22956|shakumei suru|釈明する||1|釈明|を|釈明|shakumei |107|34635||5109||5109||
22957|shakuhou suru|釈放する||1|釈放|を|釈放|shakuhou |107|34634||5110||5110||
22958|shakuchi suru|借地する||1|借地||借地|shakuchi |107|34633||5111||5111||
22959|shakkuri suru|吃逆する||1|吃逆||吃逆|shakkuri |107|34632||5112||5112||
22960|shakkin suru|借金する||1|借金||借金|shakkin |107|34631||5113||5113||
22961|settou suru|窃盗する||1|窃盗||窃盗|settou |107|34630||5114||5114||
22962|settai suru|接待する|摂待する|1|接待|を|接待|settai |107|34628;34629||5115;5116||5115;5116||
22963|setsudan suru|切断する|截断する, 接断する, saidansuru|1|切断|を|切断|setsudan |107|34627||5117||5117||
22964|setsubou suru|切望する||1|切望|を|切望|setsubou |107|34626||5118||5118||
22965|setsubi suru|設備する||1|設備||設備|setsubi |107|34625||5119||5119||
22966|sesshu suru|接種する||1|接種|を|接種|sesshu |107|34624||5120||5120||
22967|sesshou suru|折衝する||1|折衝||折衝|sesshou |107|34623||5121||5121||
22968|sessen suru|接戦する||1|接戦||接戦|sessen |107|34622||5122||5122||
22969|seppan suru|折半する||1|折半|を|折半|seppan |107|34621||5123||5123||
22970|senzoku suru|専属する||1|専属||専属|senzoku |107|34620||5124||5124||
22971|senshuu suru|専修する||1|専修||専修|senshuu |107|34619||5125||5125||
22972|senshu suru|先取する||1|先取||先取|senshu |107|34618||5126||5126||
22973|senshou suru|選奨する||1|選奨||選奨|senshou |107|34617||5127||5127||
22974|senshou suru|戦勝する||1|戦勝||戦勝|senshou |107|34616||5128||5128||
22975|senshoku suru|染色する||1|染色|を|染色|senshoku |107|34615||5129||5129||
22976|sensen suru|宣戦する||1|宣戦||宣戦|sensen |107|34614||5130||5130||
22977|sensei suru|宣誓する||1|宣誓||宣誓|sensei |107|34613||5131||5131||
22978|sensei suru|先制する||1|先制||先制|sensei |107|34612||5132||5132||
22979|senren suru|洗練する|洗煉する, 洗錬する|1|洗練||洗練|senren |107|34611||5133||5133||
22980|senpatsu suru|先発する||1|先発||先発|senpatsu |107|34609;34610||5134;5135||5134;5135||
22981|sennin suru|選任する||1|選任|を|選任|sennin |107|34608||5136||5136||
22982|sennin suru|専任する||1|専任||専任|sennin |107|34607||5137||5137||
22983|sennen suru|専念する||1|専念||専念|sennen |107|34606||5138||5138||
22984|senmen suru|洗面する||1|洗面||洗面|senmen |107|34605||5139||5139||
22985|senku suru|先駆する||1|先駆||先駆|senku |107|34602;34603;34604||5140;5141;5142||5140;5141;5142||
22986|senkoku suru|宣告する||1|宣告|を|宣告|senkoku |107|34601||5143||5143||
22987|senketsu suru|先決する||1|先決||先決|senketsu |107|34600||5144||5144||
22988|senken suru|先遣する||1|先遣||先遣|senken |107|34599||5145||5145||
22989|senken suru|先見する||1|先見||先見|senken |107|34598||5146||5146||
22990|senchaku suru|先着する||1|先着||先着|senchaku |107|34597||5147||5147||
22991|senbotsu suru|戦没する|戦歿する|1|戦没||戦没|senbotsu |107|34596||5148||5148||
22992|senbai suru|専売する||1|専売|を|専売|senbai |107|34595||5149||5149||
22993|sekou suru|施工する|shikousuru|1|施工|を|施工|sekou |107|34594||5150||5150||
22994|sekken suru|接見する||1|接見||接見|sekken |107|34593||5151||5151||
22995|sekisai suru|積載する||1|積載||積載|sekisai |107|34592||5152||5152||
22996|seizu suru|製図する||1|製図||製図|seizu |107|34591||5153||5153||
22997|seiza suru|正座する|正坐する|1|正座||正座|seiza |107|34590||5154||5154||
22998|seiyou suru|静養する||1|静養||静養|seiyou |107|34589||5155||5155||
22999|seiyaku suru|誓約する||1|誓約||誓約|seiyaku |107|34588||5156||5156||
23000|seiyaku suru|成約する||1|成約||成約|seiyaku |107|34587||5157||5157||
23001|seiton suru|整頓する||1|整頓|を|整頓|seiton |107|34586||5158||5158||
23002|seitan suru|生誕する||1|生誕||生誕|seitan |107|34585||5159||5159||
23003|seitaku suru|請託する||1|請託||請託|seitaku |107|34584||5160||5160||
23004|seishou suru|斉唱する||1|斉唱||斉唱|seishou |107|34583||5161||5161||
23005|seishoku suru|生殖する||1|生殖||生殖|seishoku |107|34582||5162||5162||
23006|seishi suru|静止する||1|静止||静止|seishi |107|34581||5163||5163||
23007|seisei suru|生成する||1|生成|を|生成|seisei |107|34580||5164||5164||
23008|seisai suru|制裁する||1|制裁|を|制裁|seisai |107|34579||5165||5165||
23009|seiretsu suru|整列する||1|整列||整列|seiretsu |107|34578||5166||5166||
23010|seimai suru|精米する||1|精米||精米|seimai |107|34577||5167||5167||
23011|seikou suru|製鋼する||1|製鋼||製鋼|seikou |107|34576||5168||5168||
23012|seikan suru|静観する||1|静観||静観|seikan |107|34575||5169||5169||
23013|seikan suru|生還する||1|生還||生還|seikan |107|34573;34574||5170;5171||5170;5171||
23014|seijouka suru|正常化する||1|正常化||正常化|seijouka |107|34572||5172||5172||
23015|seiiku suru|生育する||1|生育||生育|seiiku |107|34571;34910||5173;5174||5173;5174||
23016|seigou suru|整合する||1|整合||整合|seigou |107|34570||5175||5175||
23017|seigan suru|請願する||1|請願|を|請願|seigan |107|34569||5176||5176||
23018|seichou suru|生長する||1|生長||生長|seichou |107|34568||5177||5177||
23019|secchuu suru|折衷する|折中する|1|折衷||折衷|secchuu |107|34567||5178||5178||
23020|secchaku suru|接着する||1|接着||接着|secchaku |107|34566;34909||5179;5180||5179;5180||
23021|sattou suru|殺到する||1|殺到||殺到|sattou |107|34565||5181||5181||
23022|sasshou suru|殺傷する||1|殺傷|を|殺傷|sasshou |107|34564||5182||5182||
23023|sasshin suru|刷新する||1|刷新|を|刷新|sasshin |107|34563||5183||5183||
23024|sashou suru|査証する||1|査証||査証|sashou |107|34562||5184||5184||
23025|sasen suru|左遷する||1|左遷|を|左遷|sasen |107|34561||5185||5185||
23026|zouyo suru|贈与する||1|贈与||贈与|zouyo |107|35204;35205||5186;5187||5186;5187||
23027|zouwai suru|贈賄する||1|贈賄|を|贈賄|zouwai |107|35203||5188||5188||
23028|zoutou suru|贈答する||1|贈答||贈答|zoutou |107|35202||5189||5189||
23029|zoutei suru|贈呈する||1|贈呈|を|贈呈|zoutei |107|35201||5190||5190||
23030|zoushuu suru|増収する||1|増収||増収|zoushuu |107|35200||5191||5191||
23031|zoushoku suru|増殖する||1|増殖||増殖|zoushoku |107|35199||5192||5192||
23032|zoushi suru|増資する||1|増資||増資|zoushi |107|35198||5193||5193||
23033|zousen suru|造船する||1|造船||造船|zousen |107|35197||5194||5194||
23034|zousei suru|造成する||1|造成|を|造成|zousei |107|35196||5195||5195||
23035|zousan suru|増産する||1|増産||増産|zousan |107|35195||5196||5196||
23036|zouo suru|憎悪する||1|憎悪||憎悪|zouo |107|35194||5197||5197||
23037|zoukei suru|造形する|造型する|1|造形||造形|zoukei |107|35193;35179||5198;5199||5198;5199||
23038|zouin suru|増員する||1|増員||増員|zouin |107|35192||5200||5200||
23039|zouhan suru|造反する||1|造反||造反|zouhan |107|35191||5201||5201||
23040|zougo suru|造語する||1|造語||造語|zougo |107|35190||5202||5202||
23041|zougen suru|増減する||1|増減||増減|zougen |107|35189||5203||5203||
23042|zoueki suru|増益する||1|増益||増益|zoueki |107|35188||5204||5204||
23043|zetsuen suru|絶縁する||1|絶縁|を|絶縁|zetsuen |107|35186;35187||5205;5206||5205;5206||
23044|zesei suru|是正する||1|是正|を|是正|zesei |107|35185||5207||5207||
23045|zenshou suru|全勝する||1|全勝||全勝|zenshou |107|35184||5208||5208||
23046|zensen suru|善戦する||1|善戦||善戦|zensen |107|35183||5209||5209||
23047|zenryaku suru|前略する||1|前略||前略|zenryaku |107|35182||5210||5210||
23048|zenpai suru|全廃する||1|全廃|を|全廃|zenpai |107|35181||5211||5211||
23049|zenchi suru|全治する|zenjisuru|1|全治||全治|zenchi |107|35180||5212||5212||
23050|zekku suru|絶句する|zekusuru|1|絶句||絶句|zekku |107|35178||5213||5213||
23051|zekkou suru|絶交する||1|絶交||絶交|zekkou |107|35177||5214||5214||
23052|zattou suru|雑踏する|雑沓する, 雑鬧する|1|雑踏||雑踏|zattou |107|35176||5215||5215||
23053|zasetsu suru|挫折する||1|挫折||挫折|zasetsu |107|35175||5216||5216||
23054|zanson suru|残存する|zanzonsuru|1|残存||残存|zanson |107|35174||5217||5217||
23055|zanryuu suru|残留する||1|残留||残留|zanryuu |107|35173||5218||5218||
23056|zanpai suru|惨敗する|sanpaisuru|1|惨敗||惨敗|zanpai |107|35172||5219||5219||
23057|zakkyo suru|雑居する||1|雑居||雑居|zakkyo |107|35171||5220||5220||
23058|zairyuu suru|在留する||1|在留||在留|zairyuu |107|35170||5221||5221||
23059|zainin suru|在任する||1|在任||在任|zainin |107|35169||5222||5222||
23060|zaikyou suru|在京する||1|在京||在京|zaikyou |107|35168||5223||5223||
23061|zaibei suru|在米する||1|在米||在米|zaibei |107|35167||5224||5224||
23062|yuuzei suru|遊説する||1|遊説||遊説|yuuzei |107|35166||5225||5225||
23063|yuuyo suru|猶予する||1|猶予||猶予|yuuyo |107|35165;35048||5226;5227||5226;5227||
23064|yuuwa suru|融和する||1|融和||融和|yuuwa |107|35164||5228||5228||
23065|yuutai suru|勇退する|優退する|1|勇退||勇退|yuutai |107|35163||5229||5229||
23066|yuusen suru|優先する||1|優先||優先|yuusen |107|35162||5230||5230||
23067|yuuryo suru|憂慮する||1|憂慮||憂慮|yuuryo |107|35161||5231||5231||
23068|yuuran suru|遊覧する||1|遊覧||遊覧|yuuran |107|35160||5232||5232||
23069|yuuho suru|遊歩する||1|遊歩||遊歩|yuuho |107|35159||5233||5233||
23070|yuuguu suru|優遇する||1|優遇|を|優遇|yuuguu |107|35158||5234||5234||
23071|yuugou suru|融合する||1|融合||融合|yuugou |107|35157||5235||5235||
23072|yuugeki suru|遊撃する|游撃する|1|遊撃||遊撃|yuugeki |107|35156||5236||5236||
23073|yuudou suru|誘導する||1|誘導|を|誘導|yuudou |107|35155||5237||5237||
23074|yuuchi suru|誘致する||1|誘致|を|誘致|yuuchi |107|35154||5238||5238||
23075|yuuboku suru|遊牧する||1|遊牧||遊牧|yuuboku |107|35153||5239||5239||
23076|yuketsu suru|輸血する||1|輸血|を|輸血|yuketsu |107|35152;35090||5240;5241||5240;5241||
23077|yuigon suru|遺言する|igonsuru, igensuru|1|遺言||遺言|yuigon |107|35151||5242||5242||
23078|yuchaku suru|癒着する||1|癒着||癒着|yuchaku |107|35149;35150||5243;5244||5243;5244||
23079|youshoku suru|養殖する||1|養殖|を|養殖|youshoku |107|35148||5245||5245||
23080|yousetsu suru|溶接する|熔接する, 鎔接する|1|溶接|を|溶接|yousetsu |107|35147||5246||5246||
23081|youritsu suru|擁立する||1|擁立|を|擁立|youritsu |107|35146||5247||5247||
23082|yougo suru|養護する||1|養護|を|養護|yougo |107|35145||5248||5248||
23083|yougo suru|擁護する||1|擁護|を|擁護|yougo |107|35144||5249||5249||
23084|yotaku suru|預託する||1|預託|を|預託|yotaku |107|35143||5250||5250||
23085|yosomi suru|よそ見する|余所見する|1|よそ見||よそ見|yosomi |107|35142||5251||5251||
23086|yosoku suru|予測する||1|予測|を|予測|yosoku |107|35141||5252||5252||
23087|yomitori suru|読み取りする|読取りする, 読取する, 読み取する|1|読み取り||読み取り|yomitori |107|35140||5253||5253||
23088|yokushi suru|抑止する||1|抑止|を|抑止|yokushi |107|35139||5254||5254||
23089|yokusei suru|抑制する||1|抑制|を|抑制|yokusei |107|35138||5255||5255||
23090|yokuryuu suru|抑留する||1|抑留|を|抑留|yokuryuu |107|35137||5256||5256||
23091|yokuatsu suru|抑圧する||1|抑圧|を|抑圧|yokuatsu |107|35136||5257||5257||
23092|yokoku suru|予告する||1|予告||予告|yokoku |107|35135||5258||5258||
23093|yokodori suru|横取りする||1|横取り|を|横取り|yokodori |107|35134||5259||5259||
23094|yokobai suru|横ばいする|横這いする|1|横ばい||横ばい|yokobai |107|35133||5260||5260||
23095|yokin suru|預金する||1|預金||預金|yokin |107|35132||5261||5261||
23096|yoki suru|予期する||1|予期|を|予期|yoki |107|35131||5262||5262||
23097|yokan suru|予感する||1|予感||予感|yokan |107|35130||5263||5263||
23098|yohou suru|予報する||1|予報|を|予報|yohou |107|35129||5264||5264||
23099|yodan suru|予断する||1|予断|を|予断|yodan |107|35128||5265||5265||
23100|yochi suru|予知する||1|予知|を|予知|yochi |107|35127||5266||5266||
23101|yobidashi suru|呼び出しする|呼出しする, 呼出する|1|呼び出し|を|呼び出し|yobidashi |107|35126||5267||5267||
23102|yatsuatari suru|八つ当たりする|八つあたりする, 八つ当りする|1|八つ当たり||八つ当たり|yatsuatari |107|35125||5268||5268||
23103|yasuuri suru|安売りする||1|安売り||安売り|yasuuri |107|35123;35124||5269;5270||5269;5270||
23104|yaritori suru|やり取りする|遣り取りする|1|やり取り||やり取り|yaritori |107|35122||5271||5271||
23105|yarinaoshi suru|やり直しする|遣り直しする, 遣直する|1|やり直し|を|やり直し|yarinaoshi |107|35121||5272||5272||
23106|yarikuri suru|やり繰りする|遣り繰りする|1|やり繰り||やり繰り|yarikuri |107|35120||5273||5273||
23107|yakushin suru|躍進する||1|躍進||躍進|yakushin |107|35119||5274||5274||
23108|yakudou suru|躍動する||1|躍動||躍動|yakudou |107|35118||5275||5275||
23109|yagou suru|野合する||1|野合||野合|yagou |107|35117||5276||5276||
23110|warizan suru|割り算する|割算する|1|割り算||割り算|warizan |107|35116||5277||5277||
23111|wakimi suru|脇見する|わき見する, 傍視する, boushisuru|1|脇見||脇見|wakimi |107|35114;35115||5278;5279||5278;5279||
23112|wakagaeri suru|若返りする||1|若返り|を|若返り|wakagaeri |107|35113||5280||5280||
23113|wahei suru|和平する||1|和平||和平|wahei |107|35112||5281||5281||
23114|uwasa suru|噂する||1|噂|を|噂|uwasa |107|35111||5282||5282||
23115|uwanose suru|上乗せする||1|上乗せ||上乗せ|uwanose |107|35110||5283||5283||
23116|uwadumi suru|上積みする||1|上積み||上積み|uwadumi |107|35109||5284||5284||
23117|usugi suru|薄着する||1|薄着||薄着|usugi |107|35108||5285||5285||
23118|unpan suru|運搬する||1|運搬|を|運搬|unpan |107|35107||5286||5286||
23119|unkyuu suru|運休する||1|運休|を|運休|unkyuu |107|35106||5287||5287||
23120|unkou suru|運航する||1|運航||運航|unkou |107|35105||5288||5288||
23121|ukiuki suru|浮き浮きする||1|浮き浮き||浮き浮き|ukiuki |107|35104||5289||5289||
23122|ugai suru|嗽する|漱する|1|嗽||嗽|ugai |107|35103||5290||5290||
