Family|English|T/I|Prep|Kana|Kanji|u-stem|Root Kanji|Root|Exception|
ru ichidan|keep (a person) waiting|T|を|またせる|待たせる|mataseru|待たせ|matase|51|
ru ichidan|start, begin, commence, challenge, pick (a fight), make (war), set (traps), plant (explosives), lay (mines), make a meld call|I||しかける|仕掛ける|shikakeru|仕掛け|shikakeru|51|
ru ichidan|blame, reproach, censure, rebuke, reprove, find fault, take to task, criticize, criticise, question (a suspect), challenge, aggravate (an injury), be aggravated, get inflamed, prick (one's conscience)|T|を|とがめる|咎める|togameru|咎め|togame|51|
ru ichidan|catch, capture, seize, arrest, grab, catch hold of, grasp (e.g. meaning), perceive, capture (e.g. features), captivate, move (one's heart)|T|を|とらえる|捉える|toraeru|捉え|torae|51|
ru ichidan|soak, seep, dip in, pickle|T|を|つける|漬ける|tsukeru|漬け|tsuke|51|
ru ichidan|assign, allot, allocate, divide among, distribute, prorate, apportion|T|を|わりあてる|割り当てる|wariateru|割り当て|wariate|51|
ru godan|find a clear solution, come to a clean decision, give a clear explanation, divide|T|を|わりきる|割り切る|warikiru|割り切|wariki|51|
ru ichidan|slip on (slippers, sandals, etc.), hit (e.g. one's leg) against, bash into, push (one's opponent) down before he stands up|T|を||突っかける|tsukkakeru|突っかけ|tsukkake|51|
ru ichidan|abandon, fail, desert, forsake|T|を||見捨てる|misuteru|見捨て|misute|51|
ru ichidan|build up, establish (one's reputation)|T|を||築き上げる|kizukiageru|築き上げ|kizukiage|51|
ru ichidan|wound, injure, hurt someone's feelings (pride, etc.), damage, chip, scratch|T|を||傷つける|kizutsukeru|傷つけ|kizutsuke|51|
||||||||||
desu copula|||||||||64|
desu copula|there is|I||だ|だ|da|||64|
||||||||||
kuru verb|||||||||66|
kuru verb|come|I|に|くる|来る|kuru|||66|
kuru verb|bring something|T|を|もってくる|持ってくる|motte kuru|持って|motte |66|
kuru verb|bring someone along|T|を|つれてくる|連れてくる|tsurete kuru|連れて|tsurete |66|
||||||||||
suru verb|||||||||68|
suru verb|do, wear (specifically shoes, accessories), request, make|T|を / に|為る|為る|suru|||68|
suru verb|move (apartments)|I||きこする|聞する|kiko suru|聞|kiko |68|
suru verb|grow up|I||せいちょうする|成長する|seichou suru|成長|seichou |68|
suru verb|get married|I||けkこんする|結婚する|kekkon suru|結婚|kekkon |68|
suru verb|love|T|を|あいする|愛する|ai suru|愛|ai |68|
suru verb|attemp, challenge|T|を|ちょおせんする|挑戦する|choosen suru|挑戦|choosen |68|
suru verb|type|T|を|たいぷする|タイプする|taipu suru|タイプ|taipu |68|
suru verb|fax|T|を|ふぁあっくすする|ファックスする|faakkusu suru|ファックス|faakkusu |68|
suru verb|introduce|T|を|しょうかいする|紹介する|shoukai suru|紹介|shoukai |68|
suru verb|stay|I||たいざいする|滞在する|taizai suru|滞在|taizai |68|
suru verb|order (something)|T|を|ちゅうもんする|注文する|chuumon suru|注文|chuumon |68|
suru verb|reserve, book, order in advance|T|を|よやくする|予約する|yoyaku suru|予約|yoyaku |68|
suru verb|ask (request)|T|を|おねがいする|おねがいする|onegai suru|おねがい|onegai |68|
suru verb|drive|T|を|うんてんする|運転する|unten suru|運転|unten |68|
suru verb|go on a long trip, travel|I||たびする|旅する|tabi suru|旅|tabi |68|
suru verb|bother|T|を|めいわくする|迷惑する|meiwaku suru|迷惑|meiwaku |68|
suru verb|trust|T|を|しんようする|信用する|shinyou suru|信用|shinyou |68|
suru verb|enter school|I||にゅうがくする|入学する|nyuugaku suru|入学|nyuugaku |68|
suru verb|be present, attend|I||しゅっせきする|出席する|shusseki suru|出席|shusseki |68|
suru verb|guarantee|T|を|ほする|保する|ho suru|保|ho |68|
suru verb|draw (a line), demarcate, mark, divide, map out, plan|T|を|かくする|画する|kaku suru|画|kaku |68|
suru verb|levy, charge, assess, impose, assign|T|を|かする|課する|ka suru|課|ka |68|
suru verb|assess (often one's fate)|T|を|そうする|相する|sou suru|相|sou |68|
suru verb|crouch, stoop, bend down, prostrate oneself, lie down, yield, submit, surrender, hide, conceal oneself|I||ふくする|伏する|fuku suru|伏|fuku |68|
suru verb|lie down (in bed), take one's bed (archaic)|I||がする|臥する|ga suru|臥|ga |68|
suru verb|file|T|を|ふぁいるする|ファイルする|fairu suru|ファイル|fairu |68|
suru verb|enter information, fill in/fill out a form|T|を|きにゅうする|記入する|kinyuu suru|記入|kinyuu |68|
suru verb|download|T|を|だうんろおどする|ダウンロードする|daunroodo suru|ダウンロード|daunroodo |68|
suru verb|print|T|を|ぷりんとする|プリントする|purinsuru|プリント|purin|68|
suru verb|try something on|T|を|しちゃくする|試着する|shichaku suru|試着|shichaku |68|
suru verb|study|T|を|べんきょうする|勉強する|benkyou suru|勉強|benkyou |68|
suru verb|exchange|T|を|りょうがえする|両替する|ryougae suru|両替|ryougae |68|
suru verb|eat|T|を|しょくじする|食事する|shokuji suru|食事|shokuji |68|
suru verb|shop|I||かいものする|買い物する|kaimono suru|買い物|kaimono |68|
suru verb|jog|I||じょぎんぐする|ジョギングする|jogingu suru|ジョギング|jogingu |68|
suru verb|slam shut, splash|T|を|ぴしゃりする|ぴしゃりする|pishari suru|ぴしゃり|pishari |68|
suru verb|work|I||しごとする|仕事する|shigosuru|仕事|shigo|68|
suru verb|make a call, ring, telephone|I||でんわする|電話する|denwa suru|電話|denwa |68|
suru verb|travel|I||りょこうする|旅行する|ryokou suru|旅行|ryokou |68|
suru verb|clean|T|を|そうじする|掃除する|souji suru|掃除|souji |68|
suru verb|do the laundry|I||せんたくする|洗濯する|sentaku suru|洗濯|sentaku |68|
suru verb|copy, make a copy|T|を|こぴいする|コピーする|kopii suru|コピー|kopii |68|
suru verb|take a walk|I||さんぽする|散歩する|sanpo suru|散歩|sanpo |68|
suru verb|make a note|T|を|めもする|メモする|memo suru|メモ|memo |68|
suru verb|practice, exercise|I||れんしゅうする|練習する|renshuu suru|練習|renshuu |68|
suru verb|leave early|I||そうたいする|相対する|soutai suru|相対|soutai |68|
suru verb|be surprised, be amazed, be frightened, be ashtonished|I||びっくりする|吃驚する|bikkuri suru|吃驚|bikkuri |68|
suru verb|go easy on someone, take inconsideration, make a rough estimate, make allowance for|I||てかげんする|手加減する|tekagen suru|手加減|tekagen |68|
suru verb|feel refreshed, feel relieved|I||せいせいする|清々する|seisei suru|清々|seisei |68|
suru verb|feel relief, feel peace of mind|I||あんしんする|安心する|anshin suru|安心|anshin |68|
suru verb|share a gift given the subject, share the subject's profit|T|を|おすそわけする|お裾分けする|osusowake suru|お裾分け|osusowake |68|
suru verb|make friends with be good friends with, get along with|I||なかよくする|仲良くする|nakayoku suru|仲良く|nakayoku |68|
suru verb|worry, be concerned, be anxious, be caring, be helpful, be assistive|I||しんぱいする|心配する|shinpai suru|心配|shinpai |68|
suru verb|need, require, take, demand|T|を|ようする|要する|you suru|要|you |68|
suru verb|have, possess|T|を|ようする|擁する|you suru|擁|you |68|
suru verb|face, be facing, be directed toward, be in response to, receive (e.g. a client), compare with, contrast with, be opposed to, confront, oppose, compete with|T|を|たいする|対する|tai suru|対|tai |68|
suru verb|comply, act in accordance, learn and obey|T|を|たいする|体する|tai suru|体|tai |68|
suru verb|die, pass the next life, give up (a struggle), submit, be at wit's end|I||おうじょうする|往生する|oujou suru|往生|oujou |68|
suru verb|make a round trip, go and return, come and go, socialize, visit one another|I||おうふくする|往復する|oufuku suru|往復|oufuku |68|
suru verb|converse|I||かいわする|会話する|kaiwa suru|会話|kaiwa |68|
suru verb|influence, affect, impact have an effect on, have influence on|I||えいきょうする|影響する|eikyou suru|影響|eikyou |68|
suru verb|disregard, ignore|T|を|むしする|無視する|mushi suru|無視|mushi |68|
suru verb|recommend, advise, suggest, encourage|T|を|おすすめする|お勧めする|osusume suru|お勧め|osusume |68|
suru verb|depart, leave|I||しゅっぱつする|出発する|suppatsu suru|出発|suppatsu |68|
suru verb|look after, help, aid, assist, care for|T|を|せわする|世話する|sewa suru|世話|sewa |68|
suru verb|board, lodge|I||げしゅくする|下宿する|geshuku suru|下宿|geshuku |68|
suru verb|resist, oppose, contrast, object to, antagonize, dissent, reverse|T|を|はんたいする|反対する|hantai suru|反対|hantai |68|
suru verb|boradcast|T|を|ほうそうする|放送する|housou suru|放送|housou |68|
suru verb|prepare for a lesson|I||よしゅうする|予習する|yoshuu suru|予習|yoshuu |68|
suru verb|be in a relationship with, connect to, participate, be involved, be concerned, have influence, have effect, have sexual relations with|I||かんけいする|関係する|kankei suru|関係|kankei |68|
suru verb|compete, rival|I||きょうそうする|競争する|kyousou suru|競争|kyousou |68|
suru verb|experience|T|を|けいけんする|経験する|keiken suru|経験|keiken |68|
suru verb|prepare, arrange|T|を|したくする|支度する|shitaku suru|支度|shitaku |68|
suru verb|fail, make a mistake, blunder|I||しっぱいする|失敗する|shippai suru|失敗|shippai |68|
suru verb|prepare, setup, arrange, provision for, reserve|T|を|じゅんびする|準備する|junbi suru|準備|junbi |68|
suru verb|acknowledge, be aware of, consent, accept, assent, admit to, comply with, agree|T|を|そうちする|送致する|shouchi suru|送致|shouchi |68|
suru verb|invite|T|を|しょうたいする|招待する|shoutai suru|招待|shoutai |68|
suru verb|be absent, be away from home, house-sit, neglect|I||るすする|留守する|rusu suru|留守|rusu |68|
suru verb|export|T|を|ゆしゅつする|輸出する|yushutsu suru|輸出|yushutsu |68|
suru verb|contact, get in touch with, communicate with, call, message|T|を|れんらくする|連絡する|renraku suru|連絡|renraku |68|
suru verb|visit ill or distressed people, write get-well letters|I||みまりする|見舞する|mimari suru|見舞|mimari |68|
suru verb|congratulate, celebrate|I||おいわいする|お祝いする|oiwai suru|お祝い|oiwai |68|
suru verb|quarrel, brawl, fight, squabble, scuffle|I||けんかする|喧嘩する|kenka suru|喧嘩|kenka |68|
suru verb|break down, fail|I||こしょうする|故障する|koshou suru|故障|koshou |68|
suru verb|heat|T|を|だんぼうする|暖房する|danbou suru|暖房|danbou |68|
suru verb|inject|T|を|ちゅうしゃする|注射する|danbou suru|注射|danbou |68|
suru verb|come in contact with, touch, connect (with), attend (to), receive (visitors)|I||せっする|接する|sessuru|接|ses|68|
suru verb|reach, get to|I||たっする|達する|tassuru|達|tas|68|
suru verb|belong to, come under, be affiliated with, be subject to|I||ぞくする|属する|zoku suru|属|zoku |68|
suru verb|be clear, be definite, be certain, be exact, become clear, clear up|I||はっきりする|はっきりする|hakkiri suru|はっきり|hakkiri |68|
suru verb|treat (someone, e.g. a meal)|T|を|ごちそうする|御馳走する|gochisou suru|御馳走|gochisou |68|
suru verb|feel disappointed, feel dejected, lose heart, feel emotionally drained, feel let down|I||がっかりする|がっかりする|gakkari suru|がっかり|gakkari |68|
suru verb|report, inform|T|を|ほうこくする|報告する|houkoku suru|報告|houkoku |68|
suru verb|prepare, arrange, provide, get ready, lay out (e.g. a meal)|T|を|よういする|用意する|youi suru|用意|youi |68|
suru verb|cancel|T|を|きゃんせるする|キャンセルする|kyanseru suru|キャンセル|kyanseru |68|
suru verb|suspend, stop, discontinue, interrupt, cancel|T|を|ちゅうしする|中止する|chuushi suru|中止|chuushi |68|
suru verb|proceeding the capital (Tokyo), going the capital|I||じょうきょうする|上京する|joukyou suru|上京|joukyou |68|
suru verb|enter preschool|I||にゅうじょうする|入場する|nyuujou suru|入場|nyuujou |68|
suru verb|discover, detect, find|T|を|はっけんする|発見する|hakken suru|発見|hakken |68|
suru verb|issue, publish|T|を|はっこうする|発行する|hakkou suru|発行|hakkou |68|
suru verb|take care, guard, take caution|I||ようじんする|用心する|youjin suru|用心|youjin |68|
suru verb|be injured, be hurt|I||けがする|怪我する|kega suru|怪我|kega |68|
suru verb|be stressed, be nervous, be irritated|I||いらいらする|イライラする|iraira suru|イライラ|iraira |68|
suru verb|be tense, be nervous, be strained|I||きんちょうする|緊張する|kinchou suru|緊張|kinchou |68|
suru verb|guide, show, conduct|T|を|あんあいする|案内する|annai suru|案内|annai |68|
suru verb|interpret|I||つうやくする|通訳する|tsuuyaku suru|通訳|tsuuyaku |68|
suru verb|breed, raise, rear|T|を|しいくする|飼育する|shiiku suru|飼育|shiiku |68|
suru verb|inspect, read|T|を|えつらんする|閲覧する|etsuran suru|閲覧|etsuran |68|
suru verb|starve death|I||うえじにする|飢え死にする|uejini suru|飢え死に|uejini |68|
suru verb|stamp, affix a seal, seal up, seal off|T|を|ふういんする|封印する|fuuin suru|封印|fuuin |68|
suru verb|retire|I||いんたいする|引退する|intai suru|引退|intai |68|
suru verb|cross|I||おうだんする|横断する|oudan suru|横断|oudan |68|
suru verb|rotate, revolve, turn|I||かいてんする|回転する|kaiten suru|回転|kaiten |68|
suru verb|be in admiration of, be impressed by, be astonished, be appalled|I||かんしんする|感心する|kanshin suru|感心|kanshin |68|
suru verb|collect data, cover and event|T|を|しゅざいする|取材する|shuzai suru|取材|shuzai |68|
suru verb|work out, exercise|I||うんどうする|運動する|undou suru|運動|undou |68|
suru verb|disguise oneself, masquerade|I||へんそうする|変装する|hensou suru|変装|hensou |68|
suru verb|send back, return the user|T|を|へんそうする|返送する|hensou suru|返送|hensou |68|
suru verb|live a long life, live long|I||ながいきする|長生きする|nagaiki suru|長生き|nagaiki |68|
suru verb|last long, wear well|I||ながもちする|長持ちする|nagamochi suru|長持ち|nagamochi |68|
suru verb|fix, repair, mend, service|T|を|しゅうりする|修理する|shuuri suru|修理|shuuri |68|
suru verb|record, document, set a record, show results, reach a value|T/I||きろくする|記録する|kiroku suru|記録|kiroku |68|
suru verb|rest, relax, be relieved|I||きゅうそくする|休息する|kyuusoku suru|休息|kyuusoku |68|
suru verb|emphasize, highlight, stress|T|を|きょうちょうする|強調する|kyouchou suru|強調|kyouchou |68|
suru verb|distinguish between, differentiate, classify|I||くべつする|区別する|kubetsu suru|区別|kubetsu |68|
suru verb|calculate, reckon, count, forecast|T|を|けいさんする|計算する|keisan suru|計算|keisan |68|
suru verb|determine, resolve|I||けっしんする|決心する|kesshin suru|決心|kesshin |68|
suru verb|decide, determine|I||けっていする|決定する|kettei suru|決定|kettei |68|
suru verb|change, modify, alter, revise, amend|T|を|へんこうする|変更する|henkou suru|変更|henkou |68|
suru verb|study abroad|I||りゅうがくする|留学する|ryuugaku suru|留学|ryuugaku |68|
suru verb|participate, be invlolved|I||さんかする|参加する|sanka suru|参加|sanka |68|
suru verb|lead, guide, coach|T|を|しどうする|指導する|shidou suru|指導|shidou |68|
suru verb|experiment|I||じっけんする|実験する|jikken suru|実験|jikken |68|
suru verb|operate (surgically), perform a surgery|I||しゅじゅつする|手術する|shujutsu suru|手術|shujutsu |68|
suru verb|enter Nirvana, become a Buddha, go heaven, rest in peace, die peacefully|I||じょうぶつする|成仏する|joubutsu suru|成仏|joubutsu |68|
suru verb|return home|I||きたきする|帰宅する|kitaku suru|帰宅|kitaku |68|
suru verb|discharge, dismiss, lay off, fire|T|を|かいこする|解雇する|kaiko suru|解雇|kaiko |68|
suru verb|be hesitant, feel timid|I||おくする|臆する|oku suru|臆|oku |68|
suru verb|limit, restrict|T|を|げんていする|限定する|gentei suru|限定|gentei |68|
suru verb|digest, understand thoroughly|T|を|しょうかする|消化る|shouka suru|消|shouka |68|
suru verb|firefight, extinguish a fire|T|を|しょうかする|消火する|shouka suru|消火|shouka |68|
suru verb|plan, project, design|T|を|きかくする|企画する|kikaku suru|企画|kikaku |68|
suru verb|affirm, declare, assert|T|を|だんげんする|断言する|dangen suru|断言|dangen |68|
suru verb|extinguish, destroy, efface|T|を|めっきゃくする|滅却する|mekkyaku suru|滅却|mekkyaku |68|
suru verb|loiter, wander aimlessly, be undecided|I||うろうろする|ウロウロする|urouro suru|ウロウロ|urouro |68|
suru verb|obstruct, inbihit|T|を|そがいする|阻害する|sogai suru|阻害|sogai |68|
suru verb|estrange, neglect, alienate, cast out|T|を|そがいする|疎外する|sogai suru|疎外|sogai |68|
suru verb|decide, determine|T|を|けっする|決する|kessuru|決|kes|68|
suru verb|hail each other, act in concert, agree, concord|I||こおうする|呼応する|koou suru|呼応|koou |68|
suru verb|reconsider|T|を|さいこうする|再考する|saiko suru|再考|saiko |68|
suru verb|change into, convert to, transform, be reduced, influence, improve|I||かする|化する|ka suru|化|ka |68|
suru verb|provide, supply, pay, give an allowance, give a grant|T|を|しきゅうする|支給する|shikyuu suru|支給|shikyuu |68|
suru verb|weaken|I||じゃくたいかする|弱体化する|jakutaika suru|弱体化|jakutaika |68|
suru verb|restore, rehabilitate, recover, return, improve|T|を|かいふくする|回復する|kaifuku suru|回復|kaifuku |68|
suru verb|assist, support, aid, help, subsidize, supplement|T|を|ほじょする|補助する|kaifuku suru|補助|kaifuku |68|
suru verb|appear, arrive|I||しゅつげんする|出現する|shutsugen suru|出現|shutsugen |68|
suru verb|complain (about various things)|I||ごちゃごちゃうる|ゴチャゴチャする|gochagocha suru|ゴチャゴチャ|gochagocha |68|
suru verb|laugh foolishly, smile thoughtlessly, talk indiscreetly, speak carelessly, flare up, burst inflames|I||へらへらする|ヘラヘラスル|herahera suru|ヘラヘラ|herahera |68|
suru verb|decline, refuse, reject, turn down (polite)|I||おことわりする|お断りする|okotowari suru|お断り|okotowari |68|
suru verb|regret, repent|T|を|こうかいする|後悔する|koukai suru|後悔|koukai |68|
suru verb|sail, voyage, travel|I||こうかいする|航海する|koukai suru|航海|koukai |68|
suru verb|open the public, exhibit|I||こうかいする|公開する|koukai suru|公開|koukai |68|
suru verb|read aloud, read out loud|T|を|おんどくする|音読する|ondoku suru|音読|ondoku |68|
suru verb|practice, practise, train|T|を|くんれんする|訓練する|kunren suru|訓練|kunren |68|
suru verb|exterminate, eliminate, eradicate, suppress|T|を|たいじする|退治する|taiji suru|退治|taiji |68|
suru verb|confront, stand facing each other, square off against, hold one's own with|T|を|たいじする|対峙する|taiji suru|対峙|taiji |68|
suru verb|arrange, prepare, search (by police)|T|を|てはいする|手配する|tehai suru|手配|tehai |68|
suru verb|argue, quarrel|I||こうろんする|口論する|kouron suru|口論|kouron |68|
suru verb|be dizzy, be giddy|I||くらくらする|くらくらする|kurakura suru|くらくら|kurakura |68|
suru verb|hinder, intrude|T|を|じゃまする|邪魔する|jama suru|邪魔|jama |68|
suru verb|attack, strike, offend, criticise, censure, denunciate, condemn|T|を|こうげきする|攻撃する|kougeki suru|攻撃|kougeki |68|
suru verb|irrigate|T|を|かんがいする|灌漑する|kangai suru|灌漑|kangai |68|
suru verb|take (a suspect ot the police), drag (someone) away|T|を|れんこうする|連行する|renkou suru|連行|renkou |68|
suru verb|judge, decide, adjudicate, conclude, decipher, divine|T|を|れんこうする|連行する|handan suru|連行|handan |68|
suru verb|aid, assist, help, reinforce, root (for), barrack, support, cheer|T|を|おうえんする|応援する|ouen suru|応援|ouen |68|
suru verb|whisper, murmur|T|を|しごする|私語する|shigo suru|私語|shigo |68|
suru verb|tremble, be nervous, be excited, be thrilled|I||わくわくする|わくわくする|wakuwaku suru|わくわく|wakuwaku |68|
suru verb|record (audio, a sound)|T|を|ろくおんする|録音する|rokuon suru|録音|rokuon |68|
suru verb|record (video)|T|を|ろくがする|録画する|rokuga suru|録画|rokuga |68|
suru verb|be late|I||ちこくする|遅刻する|chikoku suru|遅刻|chikoku |68|
suru verb|transfer jobs, relocate|I||てんきんする|転勤する|tenkin suru|転勤|tenkin |68|
suru verb|be careful, pay heed, pay attention, be cautious|I||ちゅういする|注意する|chuui suru|注意|chuui |68|
suru verb|be patient, endure|I||しんぼうする|辛抱する|shinbou suru|辛抱|shinbou |68|
suru verb|despair, be hopeless|I||ぜつぼうする|絶望する|zetsubou suru|絶望|zetsubou |68|
suru verb|pose a question, ask|I||せつもんする|設問する|setsumon suru|設問|setsumon |68|
suru verb|drop out of school|I||たいがくする|退学する|taigaku suru|退学|taigaku |68|
suru verb|enter a higher-level school (esp. university)|I||しんがくする|進学する|shingaku suru|進学|shingaku |68|
suru verb|depart|I||しゅっぱつする|出発する|shuppatsu suru|出発|shuppatsu |68|
suru verb|take refuge, find shelter, evacuate, escape|I||ひなんする|避難する|hinan suru|避難|hinan |68|
suru verb|criticize, blame, censure, attack, reproach|T|を|ひなんする|非難する|hinan suru|非難|hinan |68|
suru verb|cooperate, collaborate|I||きょうりょくする|協力する|kyouryoku suru|協力|kyouryoku |68|
suru verb|announce, publicize|I||はっぴょうする|発表する|happyou suru|発表|happyou |68|
suru verb|be vigilant, be cautious, guard (against)|I||けいかいする|警戒する|keikai suru|警戒|keikai |68|
suru verb|search, investigate, inquire, enquire|I||そうさする|捜査する|sousa suru|捜査|sousa |68|
suru verb|operate, manage, process, manipulate, fiddle|T|を|そうさする|操作する|sousa suru|操作|sousa |68|
suru verb|search, investigate|I||そうさくする|捜索する|sousaku suru|捜索|sousaku |68|
suru verb|negate, deny, repudiate|T|を|ひていする|否定する|hitei suru|否定|hitei |68|
suru verb|explode, detonate, erupt|I||ばくはつする|爆発する|bakuhatsu suru|爆発|bakuhatsu |68|
suru verb|commit suicide, kill oneself|I||じさつする|自殺する|jisatsu suru|自殺|jisatsu |68|
suru verb|exhibit, display|T|を|てんじする|展示する|tenji suru|展示|tenji |68|
suru verb|defend, guard|T|を|けいびする|警備する|keibi suru|警備|keibi |68|
suru verb|magnify, enlarge, expand|T|を|かくだいする|拡大する|kakudai suru|拡大|kakudai |68|
suru verb|establish, create, pose (a problem), set, configure, assign, setup|T|を|せっていする|設定する|settei suru|設定|settei |68|
suru verb|erase, delete|T|を|まっしょうする|抹消する|masshou suru|抹消|masshou |68|
suru verb|eradicate, exterminate|T|を|こんぜつする|根絶する|konzetsu suru|根絶|konzetsu |68|
suru verb|kill, murder|T|を|さつがいする|殺害する|satsugai suru|殺害|satsugai |68|
suru verb|complete, perfect, accomplish|T|を|かんせいする|完成する|kansei suru|完成|kansei |68|
suru verb|conquer, subjugate, overcome|T|を|せいふくする|征服する|seifuku suru|征服|seifuku |68|
suru verb|lock|T|を|かぎする|鍵する|kagi suru|鍵|kagi |68|
suru verb|shake hands|I||あくしゅする|握手する|akushu suru|握手|akushu |68|
suru verb|clap hands, applaud|I||はくしゅする|拍手する|hakushu suru|拍手|hakushu |68|
suru verb|be absent, not attend|I||けっせきする|欠席する|kesseki suru|欠席|kesseki |68|
suru verb|exclude, remove, reject, eliminate, abate, lift (sanctions, etc..)|T|を|はいじょする|排除する|haijo suru|排除|haijo |68|
suru verb|avenge|T|を|ふくしゅうする|復讐する|fukushuu suru|復讐|fukushuu |68|
suru verb|review, revise|T|を|ふくしゅうする|復習する|fukushuu suru|復習|fukushuu |68|
suru verb|swim|I||すいえいする|水泳する|suiei suru|水泳|suiei |68|
suru verb|see, look at|T|を|はいけんする|拝見する|haiken suru|拝見|haiken |68|
suru verb|greet, salute, address, reply to, respond to|T|を|あいさつする|挨拶する|aisatsu suru|挨拶|aisatsu |68|
suru verb|stimulate, encourage, motivate, provoke|T|を|しげきする|刺激する|shigeki suru|刺激|shigeki |68|
suru verb|dangle, be dangling|I||ぶらんぶらんする|ブランブランする|buranburan suru|ブランブラン|buranburan |68|
suru verb|import, introduce|T|を|ゆにゅうする|輸入する|yunyuu suru|輸入|yunyuu |68|
suru verb|leave, be rude|I||しつれいする|失礼する|shitsurei suru|失礼|shitsurei |68|
suru verb|live in luxury|I||ぜいたくする|贅沢する|zeitaku suru|贅沢|zeitaku |68|
suru verb|be worthy of, be proportionate to, correspond (in meaning, function, etc.), be equivalent|I||そうとうする|相当する|soutou suru|相当|soutou |68|
suru verb|represent, be a delegate of|T|を|だいひょうする|代表する|daihyou suru|代表|daihyou |68|
suru verb|hospitalise, hospitalize|T|を|にゅういんする|入院する|nyuuin suru|入院|nyuuin |68|
suru verb|produce, manufacture|T|を|せいさんする|生産する|seisan suru|生産|seisan |68|
suru verb|settle (financially), square accounts, clear debts, liquidate, end (a relationship), break up (with), bury (the past), redeem (one's faults)|T|を|せいさんする|代表する|seisan suru|代表|seisan |68|
suru verb|calculate exactly, square accounts, adjust financially|T|を|せいさんする|入院する|seisan suru|入院|seisan |68|
suru verb|exist, be|I||そんざいする|存在する|sonzai suru|存在|sonzai |68|
suru verb|establish proof, demonstrate, substantiate|I||りっしょうする|立証する|risshou suru|立証|risshou |68|
suru verb|remember, recollect|T|を|きおくする|記憶する|kioku suru|記憶|kioku |68|
suru verb|inject|T|を|ちゅうしゃする|注射する|chuusha suru|注射|chuusha |68|
suru verb|dispatch, depatch, transmit|T|を|はっしんする|発信する|hasshin suru|発信|hasshin |68|
suru verb|start, depart, take off|T|を|はっしんする|発進する|hasshin suru|発進|hasshin |68|
suru verb|imagine, guess|T|を|そうぞうする|想像する|souzou suru|想像|souzou |68|
suru verb|oppose, resist, contrast, object, dissent, reverse|T|を|はんたいする|反対する|hantai suru|反対|hantai |68|
suru verb|automate|T|を|じどうかする|自動化する|jidouka suru|自動化|jidouka |68|
suru verb|be deeply moved emotionally, be excited, be passionate, be inspired, be impressed|I||かんどうする|感動する|kandou suru|感動|kandou |68|
suru verb|consult (with)|I|と|そうだんする|相談する|soudan suru|相談|soudan |68|
suru verb|take the plate, pitch a game|I||とうばんする|登板する|touban suru|登板|touban |68|
suru verb|inspect, examine, scan, check|T|を|けんさする|検査する|kensa suru|検査|kensa |68|
suru verb|look up (e.g. a word in a dictionary), retrieve (e.g. data), search for, refer to|T|を|けんさくする|検索する|kensaku suru|検索|kensaku |68|
suru verb|affirm, confirm, validate, make sure|T|を|かくにんする|確認する|kakunin suru|確認|kakunin |68|
suru verb|sightsee|I||かんこうする|慣行する|kankou suru|慣行|kankou |68|
suru verb|publish, issue|T|を|かんこうする|刊行する|kankou suru|刊行|kankou |68|
suru verb|cross (eachother), intersect|I||こうさする|交差する|kousa suru|交差|kousa |68|
suru verb|examine, consider, test, quiz|T|を|こうさする|考査する|kousa suru|考査|kousa |68|
suru verb|remit, send, tansfer (money)|T|を|そうきんする|送金する|soukin suru|送金|soukin |68|
suru verb|notify, report, post|T|を|つうちする|通知する|tsuuchi suru|通知|tsuuchi |68|
suru verb|fall, decline, lower, deteriorate, degrade|I||ていかする|低下する|teika suru|低下|teika |68|
suru verb|be entranced, be enraptured, be transported, be fascinated, be absentminded, be miles away, be in a world of one's own|I||うっとりする|うっとりする|uttori suru|うっとり|uttori |68|
suru verb|glitter, sparkle, glisten, twinkle|I||きらきらする|きらきらする|kirakira suru|きらきら|kirakira |68|
suru verb|flee, desert, escape|I||とうそうする|逃走する|tousou suru|逃走|tousou |68|
suru verb|fly, soar|I||ひしょうする|飛翔する|hishou suru|飛翔|hishou |68|
suru verb|sleep in late, oversleep|I||ねぼうする|寝坊する|nebou suru|寝坊|nebou |68|
suru verb|inform, guide, instruct, lead, show around, announce, invite, make acquaintance with|T|を|あんあいする|寝坊する|annai suru|寝坊|annai |68|
suru verb|recommend, refer, endorse|T|を|すいせんする|推薦する|suisen suru|推薦|suisen |68|
suru verb|explain|T|を|すいせんする|推薦する|setsumei suru|推薦|setsumei |68|
suru verb|take a nap|I||ひるねする|昼寝する|hirune suru|昼寝|hirune |68|
suru verb|arrest, apprehend, capture|T|を|たいほする|逮捕する|taiho suru|逮捕|taiho |68|
suru verb|try, judge|T|を|さいばんする|裁判する|saibansuru|裁判|saiban|68|
suru verb|arrange, promise, appoint, pact on, engage on|I||やくそくする|約束する|yakusoku suru|約束|yakusoku |68|
suru verb|punish, penalize, penalise|T|を|ばっする|罰する|bassuru|罰|bas|68|
suru verb|race|I||きょうそうする|競走する|kyousou suru|競走|kyousou |68|
suru verb|plan, arrange, schedule, program, expect, estimate|I||よていする|予定する|yotei suru|予定|yotei |68|
suru verb|firefight, extinguish a fire|I||しょうぼうする|消防する|shoubou suru|消防|shoubou |68|
suru verb|sell, offer for sale, release (for sale), launch (product)|T|を|はつばする|発売する|hatsuba suru|発売|hatsuba |68|
