KEYWORDS|Roumaji construction|Kana construction|Meaning|Type|Categories|Explanation|Rules|Example|Opposite|Synonym|Variable Extra keywords|
zeitaku, 贅沢, luxurious, extravagant, zeitakuni, zeitaku, |zeitaku|贅沢|luxurious, extravagant|Adjectivial Noun (na-keiyoushi)||||1264|||zeitakuni, zeitaku|
taikutsu, 退屈, tedious, boring, taikutsuni, taikutsu, |taikutsu|退屈|tedious, boring|Adjectivial Noun (na-keiyoushi)|||||||taikutsuni, taikutsu|
shikkari, 確り, firm, tight, reliable, steady, level-headed, shikkarini, shikkari, 聢り|shikkari|確り|firm, tight, reliable, steady, level-headed|Adjectivial Noun (na-keiyoushi)|||||||shikkarini, shikkari|
sappari, さっぱり, refreshed, relieved, neat, trimmed, plain, simple, sapparini, sappari, |sappari|さっぱり|refreshed, relieved, neat, trimmed, plain, simple|Adjectivial Noun (na-keiyoushi)|||||||sapparini, sappari|
sokkuri, そっくり, just like, the spitting image of, sokkurini, sokkuri, |sokkuri|そっくり|just like, the spitting image of|Adjectivial Noun (na-keiyoushi)|||||||sokkurini, sokkuri|
tappuri, たっぷり, full, in plently, ample, tappurini, tappuri, |tappuri|たっぷり|full, in plently, ample|Adjectivial Noun (na-keiyoushi)|||||||tappurini, tappuri|
oobaa, オーバー, over, exceeding, beyond, oobaani, oobaa, |oobaa|オーバー|over, exceeding, beyond|Adjectivial Noun (na-keiyoushi)|||||||oobaani, oobaa|
igai, 意外, unexpected, surprising, igaini, igai, |igai|意外|unexpected, surprising|Adjectivial Noun (na-keiyoushi)|||||||igaini, igai|
kyouryoku, 強力, powerful, strong, kyouryokuni, kyouryoku, |kyouryoku|強力|powerful, strong|Adjectivial Noun (na-keiyoushi)|||||tsuyoi||kyouryokuni, kyouryoku|
migoto, 見事, splendid, magnificent, beautiful, admirable, praiseworthy, migotoni, migoto, |migoto|見事|splendid, magnificent, beautiful, admirable, praiseworthy|Adjectivial Noun (na-keiyoushi)|||||||migotoni, migoto|
koudo, 高度, advanced, high-grade, strong, koudoni, koudo, |koudo|高度|advanced, high-grade, strong|Adjectivial Noun (na-keiyoushi)|||||||koudoni, koudo|
juudai, 重大, serious, important, significant, grave, weighty, juudaini, juudai, |juudai|重大|serious, important, significant, grave, weighty|Adjectivial Noun (na-keiyoushi)|||||||juudaini, juudai|
makka, 真っ赤, bright red, deep red, flushed (of face), downright (e.g. lie), complete, utter, makkani, makka, |makka|真っ赤|bright red, deep red, flushed (of face), downright (e.g. lie), complete, utter|Adjectivial Noun (na-keiyoushi)|||||||makkani, makka|
fuun, 不運, unlucky, unfortunate, fuunni, fuun, |fuun|不運|unlucky, unfortunate|Adjectivial Noun (na-keiyoushi)|||||||fuunni, fuun|
douitsu, 同一, identical, same, similar, equal, douitsuni, douitsu, |douitsu|同一|identical, same, similar, equal|Adjectivial Noun (na-keiyoushi)|||||||douitsuni, douitsu|
fusei, 不正, unjust, unfair, unequal, improper, irregular, dishonest, illegal, fraudulent, fuseini, fusei, |fusei|不正|unjust, unfair, unequal, improper, irregular, dishonest, illegal, fraudulent|Adjectivial Noun (na-keiyoushi)|||||||fuseini, fusei|
ijiwaru, 意地悪, malicious, ill-tempered, unkind, ijiwaruni, ijiwaru, |ijiwaru|意地悪|malicious, ill-tempered, unkind|Adjectivial Noun (na-keiyoushi)|||||||ijiwaruni, ijiwaru|
muchuu, 夢中, dazzling, ecstatic, delirious, engrossing, dreamy, muchuuni, muchuu, |muchuu|夢中|dazzling, ecstatic, delirious, engrossing, dreamy|Adjectivial Noun (na-keiyoushi)|||||||muchuuni, muchuu|
fukafuka, ふかふか, soft, fluffy, fukafukani, fukafuka, |fukafuka|ふかふか|soft, fluffy|Adjectivial Noun (na-keiyoushi)|||||||fukafukani, fukafuka|
ayashige, 怪しげ, questionable, doubtful, suspicious, ayashigeni, ayashige, 妖しげ|ayashige|怪しげ|questionable, doubtful, suspicious|Adjectivial Noun (na-keiyoushi)|||||||ayashigeni, ayashige|
reigen, 冷厳, grim, stern, stark, heartless, reigenni, reigen, |reigen|冷厳|grim, stern, stark, heartless|Adjectivial Noun (na-keiyoushi)|||||||reigenni, reigen|
arata, 新た, new, fresh, novel, aratani, arata, |arata|新た|new, fresh, novel|Adjectivial Noun (na-keiyoushi)||||||atarashii|aratani, arata|
fukanou, 不可能, impossible, fukanouni, fukanou, |fukanou|不可能|impossible|Adjectivial Noun (na-keiyoushi)|||||||fukanouni, fukanou|
katte, 勝手, at one's own convenience, in one's own way, katteni, katte, |katte|勝手|at one's own convenience, in one's own way|Adjectivial Noun (na-keiyoushi)|||||||katteni, katte|
fukakai, 不可解, mysterious, baffling, inexplicable, incomprehensible, puzzling, fukakaini, fukakai, |fukakai|不可解|mysterious, baffling, inexplicable, incomprehensible, puzzling|Adjectivial Noun (na-keiyoushi)|||||||fukakaini, fukakai|
suteki, 素敵, lovely, dreamy, beautiful, great, fantatic, superb, cool, capital, sutekini, suteki, 素適, 素的|suteki|素敵|lovely, dreamy, beautiful, great, fantatic, superb, cool, capital|Adjectivial Noun (na-keiyoushi)|||||||sutekini, suteki|
fukigen, 不機嫌, pouty, unpleasant, sullen, moody, fukigenni, fukigen, |fukigen|不機嫌|pouty, unpleasant, sullen, moody|Adjectivial Noun (na-keiyoushi)|||||||fukigenni, fukigen|
fukisoku, 不規則, irregular, unsteady, disorderly, fukisokuni, fukisoku, |fukisoku|不規則|irregular, unsteady, disorderly|Adjectivial Noun (na-keiyoushi)|||||||fukisokuni, fukisoku|
yukai, 愉快, pleasant, happy, yukaini, yukai, |yukai|愉快|pleasant, happy|Adjectivial Noun (na-keiyoushi)|||||||yukaini, yukai|
maji, マジ, serious, majini, maji, |maji|マジ|serious|Adjectivial Noun (na-keiyoushi)|||||||majini, maji|
touzen, 当然, natural, as a matter of course, touzenni, touzen, |touzen|当然|natural, as a matter of course|Adjectivial Noun (na-keiyoushi)|||||||touzenni, touzen|
kakujitsu, 確実, certain, reliable, sound, kakujitsuni, kakujitsu, |kakujitsu|確実|certain, reliable, sound|Adjectivial Noun (na-keiyoushi)|||||||kakujitsuni, kakujitsu|
karuyaka, 軽やか, light, easy, not serious, minor, karuyakani, karuyaka, |karuyaka|軽やか|light, easy, not serious, minor|Adjectivial Noun (na-keiyoushi)|||||||karuyakani, karuyaka|
norinori, 乗り乗り, in high spirits, norinorini, norinori, |norinori|乗り乗り|in high spirits|Adjectivial Noun (na-keiyoushi)|||||||norinorini, norinori|
hansamu, ハンサム, handsome, hansamuni, hansamu, |hansamu|ハンサム|handsome|Adjectivial Noun (na-keiyoushi)|||||||hansamuni, hansamu|
seiketsu, 清潔, clean, hygenic, sanitary, pure, virtuous, immaculate, seiketsuni, seiketsu, |seiketsu|清潔|clean, hygenic, sanitary, pure, virtuous, immaculate|Adjectivial Noun (na-keiyoushi)|||||||seiketsuni, seiketsu|
yasegisu, 痩せぎす, skinny, yasegisuni, yasegisu, |yasegisu|痩せぎす|skinny|Adjectivial Noun (na-keiyoushi)|||||||yasegisuni, yasegisu|
kajuu, 過重, overweight, fat, obese, kajuuni, kajuu, |kajuu|過重|overweight, fat, obese|Adjectivial Noun (na-keiyoushi)|||||||kajuuni, kajuu|
aji, 味, smart, clever, witty, strange, ajini, aji, |aji|味|smart, clever, witty, strange|Adjectivial Noun (na-keiyoushi)|||||||ajini, aji|
yasuraka, 安らか, peaceful, tranquil, calm, restful, yasurakani, yasuraka, |yasuraka|安らか|peaceful, tranquil, calm, restful|Adjectivial Noun (na-keiyoushi)|||||||yasurakani, yasuraka|
nodoka, 長閑, tranquil, calm, quiet, peaceful, nodokani, nodoka, |nodoka|長閑|tranquil, calm, quiet, peaceful|Adjectivial Noun (na-keiyoushi)|||||||nodokani, nodoka|
kyuusoku, 急速, rapid, kyuusokuni, kyuusoku, |kyuusoku|急速|rapid|Adjectivial Noun (na-keiyoushi)|||||||kyuusokuni, kyuusoku|
nigate, 苦手, poor at, weak in, not very good at, nigateni, nigate, |nigate|苦手|poor at, weak in, not very good at|Adjectivial Noun (na-keiyoushi)|||||||nigateni, nigate|
kouhei, 公平, fair, impartial, just, kouheini, kouhei, |kouhei|公平|fair, impartial, just|Adjectivial Noun (na-keiyoushi)|||||||kouheini, kouhei|
saiwai, 幸い, happy, blessed, lucky, fortunate, felicious, saiwaini, saiwai, |saiwai|幸い|happy, blessed, lucky, fortunate, felicious|Adjectivial Noun (na-keiyoushi)|||||||saiwaini, saiwai|
kousoku, 高速, high-speed, high-gear, kousokuni, kousoku, |kousoku|高速|high-speed, high-gear|Adjectivial Noun (na-keiyoushi)|||||||kousokuni, kousoku|
rifujin, 理不尽, unreasonable, irrational, outrageous, absurd, rifujinni, rifujin, |rifujin|理不尽|unreasonable, irrational, outrageous, absurd|Adjectivial Noun (na-keiyoushi)|||||||rifujinni, rifujin|
zettaiteki, 絶対的, absolute, zettaitekini, zettaiteki, |zettaiteki|絶対的|absolute|Adjectivial Noun (na-keiyoushi)|||||||zettaitekini, zettaiteki|
furyou, 不良, bad, inferior, delinquent, failing, defective, furyouni, furyou, |furyou|不良|bad, inferior, delinquent, failing, defective|Adjectivial Noun (na-keiyoushi)|||||||furyouni, furyou|
hisshi, 必死, frantic, desperate, hisshini, hisshi, |hisshi|必死|frantic, desperate|Adjectivial Noun (na-keiyoushi)|||||||hisshini, hisshi|
kenzen, 健全, healthy, sound, wholesome, kenzenni, kenzen, |kenzen|健全|healthy, sound, wholesome|Adjectivial Noun (na-keiyoushi)|||||||kenzenni, kenzen|
atarimae, 当たり前, natural, reasonable, obvous, usual, common, ordinary, atarimaeni, atarimae, |atarimae|当たり前|natural, reasonable, obvous, usual, common, ordinary|Adjectivial Noun (na-keiyoushi)|||||||atarimaeni, atarimae|
youchi, 幼稚, infantile, childish, youchini, youchi, |youchi|幼稚|infantile, childish|Adjectivial Noun (na-keiyoushi)|||||||youchini, youchi|
tanryo, 短慮, imprudent, quick tempered, tanryoni, tanryo, |tanryo|短慮|imprudent, quick tempered|Adjectivial Noun (na-keiyoushi)|||||||tanryoni, tanryo|
kansha, 感謝, thankful, grateful, kanshani, kansha, |kansha|感謝|thankful, grateful|Adjectivial Noun (na-keiyoushi)|||||||kanshani, kansha|
kanben, 簡便, handy, simple and easy, kanbenni, kanben, |kanben|簡便|handy, simple and easy|Adjectivial Noun (na-keiyoushi)|||||||kanbenni, kanben|
koushou, 高尚, high, noble, refined, advanced, koushouni, koushou, |koushou|高尚|high, noble, refined, advanced|Adjectivial Noun (na-keiyoushi)|||||||koushouni, koushou|
ijou, 異常, strange, abnormal, disorderly, ijouni, ijou, |ijou|異常|strange, abnormal, disorderly|Adjectivial Noun (na-keiyoushi)|||||||ijouni, ijou|
reiteki, 霊的, spiritual, incorporeal, reitekini, reiteki, |reiteki|霊的|spiritual, incorporeal|Adjectivial Noun (na-keiyoushi)|||||||reitekini, reiteki|
mukankei, 無関係, unrelated, mukankeini, mukankei, |mukankei|無関係|unrelated|Adjectivial Noun (na-keiyoushi)|||||||mukankeini, mukankei|
ukatsu, 迂闊, careless, stupid, thoughless, heedles, unobservant, inadvertant, incautious, ukatsuni, ukatsu, |ukatsu|迂闊|careless, stupid, thoughless, heedles, unobservant, inadvertant, incautious|Adjectivial Noun (na-keiyoushi)|||||||ukatsuni, ukatsu|
seikaku, 正確, accurate, punctual, exact, authentic, veracious, seikakuni, seikaku, |seikaku|正確|accurate, punctual, exact, authentic, veracious|Adjectivial Noun (na-keiyoushi)|||||||seikakuni, seikaku|
gokaku, 互角, equal, even, on par, matched, gokakuni, gokaku, |gokaku|互角|equal, even, on par, matched|Adjectivial Noun (na-keiyoushi)|||||||gokakuni, gokaku|
kyodai, 巨大, huge, gigantic, enormous, kyodaini, kyodai, |kyodai|巨大|huge, gigantic, enormous|Adjectivial Noun (na-keiyoushi)|||||||kyodaini, kyodai|
teokure, 手遅れ, (too) late, belated treatment, teokureni, teokure, |teokure|手遅れ|(too) late, belated treatment|Adjectivial Noun (na-keiyoushi)|||||||teokureni, teokure|
shoujiki, 正直, honest, integrous, frank, shoujikini, shoujiki, |shoujiki|正直|honest, integrous, frank|Adjectivial Noun (na-keiyoushi)|||||||shoujikini, shoujiki|
mitai, 見たい, similar, mitaini, mitai, |mitai|見たい|similar|Adjectivial Noun (na-keiyoushi)||Used colloquially.|||||mitaini, mitai|
saikou, 最高, highest, supreme, the most, saikouni, saikou, |saikou|最高|highest, supreme, the most|Adjectivial Noun (na-keiyoushi)|||||||saikouni, saikou|
guchagucha, グチャグチャ, pulpy, soppy, sloppy, guchaguchani, guchagucha, |guchagucha|グチャグチャ|pulpy, soppy, sloppy|Adjectivial Noun (na-keiyoushi)|||||||guchaguchani, guchagucha|
shingai, 心外, regrettable, vexing, upsetting, unthinkable, wholly unexpected, shingaini, shingai, |shingai|心外|regrettable, vexing, upsetting, unthinkable, wholly unexpected|Adjectivial Noun (na-keiyoushi)|||||||shingaini, shingai|
wazuka, 僅か, only, merely, (a) little, wazukani, wazuka, |wazuka|僅か|only, merely, (a) little|Adjectivial Noun (na-keiyoushi)|||||||wazukani, wazuka|
kinkyuu, 緊急, urgent, pressing, kinkyuuni, kinkyuu, |kinkyuu|緊急|urgent, pressing|Adjectivial Noun (na-keiyoushi)|||||||kinkyuuni, kinkyuu|
kyokudo, 極度, maximum, extreme, utmost, kyokudoni, kyokudo, |kyokudo|極度|maximum, extreme, utmost|Adjectivial Noun (na-keiyoushi)|||||||kyokudoni, kyokudo|
jakutai, 弱体, weak (organization), jakutaini, jakutai, |jakutai|弱体|weak (organization)|Adjectivial Noun (na-keiyoushi)|||||||jakutaini, jakutai|
byoudou, 平等, equal, impartial, even, byoudouni, byoudou, |byoudou|平等|equal, impartial, even|Adjectivial Noun (na-keiyoushi)|||||||byoudouni, byoudou|
hanpa, 半端, remaining, fraction of, incomplete, hanpani, hanpa, |hanpa|半端|remaining, fraction of, incomplete|Adjectivial Noun (na-keiyoushi)|||||||hanpani, hanpa|
herahera, ヘラヘラ, thin (of paper, cloth, etc), weak-bodied, heraherani, herahera, |herahera|ヘラヘラ|thin (of paper, cloth, etc), weak-bodied|Adjectivial Noun (na-keiyoushi)|||||||heraherani, herahera|
ootsubu, 大粒, large (grain, drop), ootsubuni, ootsubu, |ootsubu|大粒|large (grain, drop)|Adjectivial Noun (na-keiyoushi)|||||||ootsubuni, ootsubu|
tekikaku, 的確, precise, accurate, tekikakuni, tekikaku, 適格|tekikaku|的確|precise, accurate|Adjectivial Noun (na-keiyoushi)|||||||tekikakuni, tekikaku|
gokigen, ご機嫌, in a good mood, in high spirits, happy, cheerful, merry, chipper, gokigenni, gokigen, |gokigen|ご機嫌|in a good mood, in high spirits, happy, cheerful, merry, chipper|Adjectivial Noun (na-keiyoushi)|||||||gokigenni, gokigen|
chimamire, 血まみれ, bloodstained, bloody, chimamireni, chimamire, 血塗れ|chimamire|血まみれ|bloodstained, bloody|Adjectivial Noun (na-keiyoushi)|||||||chimamireni, chimamire|
shikkei, 失敬, rude, impolite, disrespectful, impertinent, shikkeini, shikkei, |shikkei|失敬|rude, impolite, disrespectful, impertinent|Adjectivial Noun (na-keiyoushi)|||||||shikkeini, shikkei|
musabetsu, 無差別, indiscriminate, musabetsuni, musabetsu, |musabetsu|無差別|indiscriminate|Adjectivial Noun (na-keiyoushi)|||||||musabetsuni, musabetsu|
kutsuu, 苦痛, painful, agonizing, bitter, kutsuuni, kutsuu, |kutsuu|苦痛|painful, agonizing, bitter|Adjectivial Noun (na-keiyoushi)|||||||kutsuuni, kutsuu|
mottomo, 尤も, quite right, plausible, natural, believable, mottomoni, mottomo, |mottomo|尤も|quite right, plausible, natural, believable|Adjectivial Noun (na-keiyoushi)|||||||mottomoni, mottomo|
oroka, 愚か, foolish, stupid, orokani, oroka, |oroka|愚か|foolish, stupid|Adjectivial Noun (na-keiyoushi)|||||||orokani, oroka|
kangaimuryou, 感慨無量, deeply emotional, kangaimuryouni, kangaimuryou, |kangaimuryou|感慨無量|deeply emotional|Adjectivial Noun (na-keiyoushi)|||||||kangaimuryouni, kangaimuryou|
ippan, 一般, general, universal, ordinary, average, common, ippanni, ippan, |ippan|一般|general, universal, ordinary, average, common|Adjectivial Noun (na-keiyoushi)|||||||ippanni, ippan|
kigaru, 気軽, carefree, buoyant, lighthearted, sprightly, kigaruni, kigaru, |kigaru|気軽|carefree, buoyant, lighthearted, sprightly|Adjectivial Noun (na-keiyoushi)|||||||kigaruni, kigaru|
fuan, 不安, anxious, insecure, uneasy, in suspense, fuanni, fuan, |fuan|不安|anxious, insecure, uneasy, in suspense|Adjectivial Noun (na-keiyoushi)|||||||fuanni, fuan|
zetsubouteki, 絶望的, desperate, hopeless, zetsuboutekini, zetsubouteki, |zetsubouteki|絶望的|desperate, hopeless|Adjectivial Noun (na-keiyoushi)|||||||zetsuboutekini, zetsubouteki|
kanari, 可也, considerable, kanarini, kanari, 可成|kanari|可也|considerable|Adjectivial Noun (na-keiyoushi)|||||||kanarini, kanari|
seishiki, 正式, of due form, official, formal, seishikini, seishiki, |seishiki|正式|of due form, official, formal|Adjectivial Noun (na-keiyoushi)|||||||seishikini, seishiki|
keibi, 軽微, slight, little, insignificant, keibini, keibi, |keibi|軽微|slight, little, insignificant|Adjectivial Noun (na-keiyoushi)|||||||keibini, keibi|
kan'i, 簡易, simple, convenient, easy, kan'ini, kan'i, |kan'i|簡易|simple, convenient, easy|Adjectivial Noun (na-keiyoushi)|||||||kan'ini, kan'i|
mushoku, 無職, unemployed, without an occupation, mushokuni, mushoku, |mushoku|無職|unemployed, without an occupation|Adjectivial Noun (na-keiyoushi)|||||||mushokuni, mushoku|
mushoku, 無色, colourless, colorless, achromatic, mushokuni, mushoku, |mushoku|無色|colourless, colorless, achromatic|Adjectivial Noun (na-keiyoushi)|||||||mushokuni, mushoku|
akarasama, あからさま, plain, frank, candid, open, direct, straightforward, unabashed, blatant, flagrant, akarasamani, akarasama, |akarasama|あからさま|plain, frank, candid, open, direct, straightforward, unabashed, blatant, flagrant|Adjectivial Noun (na-keiyoushi)|||||||akarasamani, akarasama|
muteki, 無敵, invincible, unrivaled, unrivalled, mutekini, muteki, |muteki|無敵|invincible, unrivaled, unrivalled|Adjectivial Noun (na-keiyoushi)|||||||mutekini, muteki|
kyuukyoku, 究極, ultimate, extreme, final, eventual, kyuukyokuni, kyuukyoku, |kyuukyoku|究極|ultimate, extreme, final, eventual|Adjectivial Noun (na-keiyoushi)|||||||kyuukyokuni, kyuukyoku|
attouteki, 圧倒的, overwhelming, attoutekini, attouteki, |attouteki|圧倒的|overwhelming|Adjectivial Noun (na-keiyoushi)|||||||attoutekini, attouteki|
nama, 生, raw, uncooked, fresh, natural, as is, unedited, unprocessed, live (ie. not recorded), inexperienced, unpolished, green, crude, unpasteurized, namani, nama, |nama|生|raw, uncooked, fresh, natural, as is, unedited, unprocessed, live (ie. not recorded), inexperienced, unpolished, green, crude, unpasteurized|Adjectivial Noun (na-keiyoushi)|||||||namani, nama|
hadashi, 裸足, 跣足, barefoot, hadashini, hadashi, |hadashi|裸足, 跣足|barefoot|Adjectivial Noun (na-keiyoushi)|||||||hadashini, hadashi|
manzoku, 満足, satisfied, manzokuni, manzoku, |manzoku|満足|satisfied|Adjectivial Noun (na-keiyoushi)|||||||manzokuni, manzoku|
ki ga hen, 気が変, insane, mad, crazy, light in the head, ki ga henni, ki ga hen, |ki ga hen|気が変|insane, mad, crazy, light in the head|Adjectivial Noun (na-keiyoushi)|||||||ki ga henni, ki ga hen|
chin, 珍, rare, curious, strange, chinni, chin, |chin|珍|rare, curious, strange|Adjectivial Noun (na-keiyoushi)|||||||chinni, chin|
sofuto, ソフト, soft, sofutoni, sofuto, |sofuto|ソフト|soft|Adjectivial Noun (na-keiyoushi)|||||||sofutoni, sofuto|
juuyou, 重要, important, momentous, essential, principal, major, juuyouni, juuyou, |juuyou|重要|important, momentous, essential, principal, major|Adjectivial Noun (na-keiyoushi)|||||||juuyouni, juuyou|
ittei, 一定, fixed, settled, constant, definite, uniform, regularized, regularised, defined, standardized, standardised, certain, prescribed, itteini, ittei, |ittei|一定|fixed, settled, constant, definite, uniform, regularized, regularised, defined, standardized, standardised, certain, prescribed|Adjectivial Noun (na-keiyoushi)|||||||itteini, ittei|
soutou, 相当, befitting, becoming, worthy of, proportionate, in keeping with, suitable, considerable, substantial, soutouni, soutou, |soutou|相当|befitting, becoming, worthy of, proportionate, in keeping with, suitable, considerable, substantial|Adjectivial Noun (na-keiyoushi)|||||||soutouni, soutou|
daihouteki, 代表的, representative, exemplary, model, daihoutekini, daihouteki, |daihouteki|代表的|representative, exemplary, model|Adjectivial Noun (na-keiyoushi)|||||||daihoutekini, daihouteki|
seisan, 凄惨, ghastly, gruesome, appalling, lurid, seisanni, seisan, |seisan|凄惨|ghastly, gruesome, appalling, lurid|Adjectivial Noun (na-keiyoushi)|||||||seisanni, seisan|
barabara, バラバラ, scattered, disperse, loose, disconnected, in pieces, in drops, rustling, barabarani, barabara, |barabara|バラバラ|scattered, disperse, loose, disconnected, in pieces, in drops, rustling|Adjectivial Noun (na-keiyoushi)|||||||barabarani, barabara|
seiriteki, 生理的, physiological, physiologic, seiritekini, seiriteki, |seiriteki|生理的|physiological, physiologic|Adjectivial Noun (na-keiyoushi)|||||||seiritekini, seiriteki|
kakko, 確固たる, firm, unshakeable, resolute, kakkoni, kakko, |kakko|確固たる|firm, unshakeable, resolute|Adjectivial Noun (na-keiyoushi)|||||||kakkoni, kakko|
hantai, 反対, opposition, resistance, antagonism, hostility, contrast, objection, dissension, reverse, opposite, vice versa, hantaini, hantai, |hantai|反対|opposition, resistance, antagonism, hostility, contrast, objection, dissension, reverse, opposite, vice versa|Adjectivial Noun (na-keiyoushi)|||||||hantaini, hantai|
jidouteki, 自動的, automatic, jidoutekini, jidouteki, |jidouteki|自動的|automatic|Adjectivial Noun (na-keiyoushi)|||||||jidoutekini, jidouteki|
shiawase, 幸せ, happy, fortunate, lucky, blessed, shiawaseni, shiawase, |shiawase|幸せ|happy, fortunate, lucky, blessed|Adjectivial Noun (na-keiyoushi)|||||||shiawaseni, shiawase|
gokudou, 極道, wicked, evil, profligate, immoral, gokudouni, gokudou, |gokudou|極道|wicked, evil, profligate, immoral|Adjectivial Noun (na-keiyoushi)|||||||gokudouni, gokudou|
kechi, けち, stingy, miserly, penny-pinching, cheesparing, shabby, cheap, mangy, poor, petty, narrow-minded, quibbling, mean-spirited, kechini, kechi, |kechi|けち|stingy, miserly, penny-pinching, cheesparing, shabby, cheap, mangy, poor, petty, narrow-minded, quibbling, mean-spirited|Adjectivial Noun (na-keiyoushi)|||||||kechini, kechi|
choukiteki, 長期的, long-term, choukitekini, choukiteki, |choukiteki|長期的|long-term|Adjectivial Noun (na-keiyoushi)|||||||choukitekini, choukiteki|
chiccha, 小っちゃ, tiny, little, wee, chicchani, chiccha, |chiccha|小っちゃ|tiny, little, wee|Adjectivial Noun (na-keiyoushi)||Alternative form of "chiisai".|||||chicchani, chiccha|
pakapaka, ぱかぱか, fluttery, pakapakani, pakapaka, |pakapaka|ぱかぱか|fluttery|Adjectivial Noun (na-keiyoushi)|||||||pakapakani, pakapaka|
pikapika, ぴかぴか, glittering, sparkling, pikapikani, pikapika, |pikapika|ぴかぴか|glittering, sparkling|Adjectivial Noun (na-keiyoushi)|||||||pikapikani, pikapika|
tannaru, 単なる, mere, simple, sheer, , , |tannaru|単なる|mere, simple, sheer|Pre-noun adjectivial|||||||, |
arayuru, 有らゆる, all, every, , , 凡ゆる|arayuru|有らゆる|all, every|Pre-noun adjectivial|||||||, |
aru, 或る, a certain, some, , , 或|aru|或る|a certain, some|Pre-noun adjectivial|||||||, |
taishita, 大した, considerable, great, important, significant, a big deal, , , |taishita|大した|considerable, great, important, significant, a big deal|Pre-noun adjectivial|||||||, |
omona, 主な, chief, main, principal, important, , , |omona|主な|chief, main, principal, important|Pre-noun adjectivial|||||||, |
ikana, 如何な, whatever kind of, what kind of, , , ikkana|ikana|如何な|whatever kind of, what kind of|Pre-noun adjectivial|||||||, |
iwayuru, 所謂, what is called, as it is called, the so-called, so to speak, also known as, aka, , , |iwayuru|所謂|what is called, as it is called, the so-called, so to speak, also known as, aka|Pre-noun adjectivial|||||||, |
douiu, どういう, somehow, how, , , |douiu|どういう|somehow, how|Pre-noun adjectivial|||||||, |
shutaru, 主たる, main, principal, major, , |shutaru|主たる|main, principal, major|Pre-noun adjectivial||||||||
ichiban mukou, 一番無効, furthest, , , |ichiban mukou|一番無効|furthest|Special adjective|||||||, |
ichiban chikai, 一番近い, closest, , , |ichiban chikai|一番近い|closest|Special adjective|||||||, |
saisa, 最左, left-most, , , leftmost|saisa|最左|left-most|Special adjective|||||||, |
saiu, 最右, right-most, , , rightmost|saiu|最右|right-most|Special adjective|||||||, |
byouki, 病気, sick, byoukini, byouki, |byouki|病気|sick|Special adjective||"kare wa byouki-na hito desu" is an incorrect sentence, use "kare wa byouki desu" instead||1385|genki, kenkouteki, joubu||byoukini, byouki|
doudou, 堂々, 道道, magnificient, grand, impressive, dignified, majestic, imposing, stately, fair, square, open, , , |doudou|堂々, 道道|magnificient, grand, impressive, dignified, majestic, imposing, stately, fair, square, open|Special adjective|||||||, |
kari no, 仮の, temporary, provisional, interim, fictitious, assumed (name), alias, , , |kari no|仮の|temporary, provisional, interim, fictitious, assumed (name), alias|Special adjective|||||||, |
mizushirazu no, 見ず知らずの, strange, unfamiliar, unknown, new, , , |mizushirazu no|見ず知らずの|strange, unfamiliar, unknown, new|Special adjective|||||||, |
en'en, 延々, meandering, wandering, winding, sinuous, serpentine, zigzagging, en'enni, en'en, 延延|en'en|延々|meandering, wandering, winding, sinuous, serpentine, zigzagging|Special adjective|||||||en'enni, en'en|
en'en, 奄々, gasping, en'enni, en'en, 奄奄|en'en|奄々|gasping|Special adjective|||||||en'enni, en'en|
en'en, 炎々, blazing, fiery, en'enni, en'en, 炎炎|en'en|炎々|blazing, fiery|Special adjective|||||||en'enni, en'en|
